"endTime","startTime","text"
4596,0,"..."
5664,4596,"(Everything Foreign)"
10888,8381,"I know you don't do one night stands"
12977,11306,"So I'm the closest thing"
16070,12959,"Now can we fuck and still be friends, though?"
20598,17766,"And if you ever fucked a friend (I'm just sayin')"
24224,20579,"I'd be the closest thing (Haha, I, I'd be the closest thing)"
25456,22275,"So can we fuck and still be friends, though? (You know)"
27773,25475,"Bitch, you can't be my girlfriend (Uh)"
30213,28008,"Got a girl, and my girl got a girl too (Too)"
32815,30424,"Scarface crib, it's my world too, uh (It's my world too)"
34628,32980,"My pillow recognize her perfume"
36930,34887,"Tell her man relax, she'll make it home by curfew (Haha)"
39278,36980,"Tom Ford cologne, I look like I'm on (Ayy)"
41742,39328,"Playboy mansion, honey, I'm home (Honey, I'm home)"
43836,41468,"Backdoor to Oracle, fuck it, I'm home (Woo)"
46414,43884,"King of the Bay, getting dome on my throne, uh"
48574,46717,"Diamond in the rough, uncut gems"
51316,48902,"She not my girlfriend though, we just friends (Just friends)"
53503,51298,"Somehow I fit six all in one Benz (One Benz)"
55548,53273,"All of us fuck buddies, all fuck friends"
57896,55830,"Lookin' like a snack, she'll devour me (Ayy)"
60108,57879,"Your boyfriend's whole salary's my hourly (Ha)"
62733,60203,"Throwin' bands in Miami, it's showerin' (Showerin')"
63717,62603,"Bad boy, I'm the white "
66339,63878,"(Mike Lowrey) I know you don't do one night stands"
68361,66620,"So I'm the closest thing"
71488,68423,"Now can we fuck and still be friends, though? (I'm the closest thing, baby)"
73186,71329,"(Can we fuck and still be friends, you know?)"
77557,73146,"And if you ever fucked a friend, I'd be the closest thing (Haha)"
80764,77607,"So can we fuck and still be friends, though? (I'm just sayin', yee)"
83041,81068,"Yeah, T-Raww, yeah"
85689,83205,"I could pull any bitch, man, it's automatic (Yeah)"
87805,85739,"Pussy, money, alcohol, I'm a big fanatic (Ha)"
90222,88086,"And my diamonds odee, chains so dramatic (Big)"
92454,90272,"Like I'm Adam Sandler, she call me Big Daddy (Yeah)"
94828,92669,"I'm insane in the brain, what you know 'bout it? (Ayy)"
97153,94878,"I got shawty and her friend waitin' in the lobby (Yes)"
99432,97203,"Loggin' in my account, that's my favorite hobby (Cash)"
101757,99482,"I like a new bitch with a new body (Ah)"
103780,101830,"Bad bitch, I need all that (All that)"
106101,104081,"Here's my number, you can call that (Call that)"
108239,106452,"Tell your nigga he can fall back (Fall back)"
110795,108427,"I wanna make you mine, wanna own that (Own that)"
113027,111100,"Go shawty, it's your birthday (Birthday)"
115490,113378,"Simon says, do what I say, ayy (I say)"
117581,115631,"Drink it up, I know you thirsty (Thirsty)"
119279,117306,"She said, ""Baby, make it hard, but don't hurt me,"" "
121584,119355,"I know you don't do one night stands (Ayy)"
123768,121911,"So I'm the closest thing"
126724,123752,"Now can we fuck and still be friends, though?"
130856,128464,"And if you ever fucked a friend"
132948,131207,"I'd be the closest thing"
136039,132998,"So can we fuck and still be friends, though?"
140242,137944,"Lil' mama thirsty, I said thirsty"
142614,140525,"Shawty, they ain't fuckin' with you on your worst day"
144830,142764,"And she cut a nigga off, give him first aid"
147246,145064,"How the hell she fit the gym and a workday?"
149453,147480,"I got wristwatch I got big Glock"
151665,149645,"I got bunch of pretty bitches tryna lip-lock"
154036,151993,"See the Rollie on my wrist, and it don't tick-tock"
156337,154224,"If you nasty when I fuck you, let my bitch watch"
158685,156619,"I said right cheek, I said left cheek"
160892,159012,"Hit it so good, you gon' feel it next week"
163355,161173,"When I kill the pussy they gon' arrest me"
165516,163520,"I be lookin' at it like, ""Don't test me"""
167979,165820,"Sit that ass on a nigga like duh-duh-duh"
170396,168167,"I be all up in the pussy 'til it's nothin' up there"
172628,170515,"In the nighttime, 'til the sun up, yeah"
174744,172794,"No pun intended, shawty, you a come-up, yeah (Ayy)"
177095,174657,"I know you don't do one night stands "
179160,177373,"So I'm the closest thing"
182066,179210,"Now can we fuck and still be friends, though?"
186197,183876,"And if you ever fucked a friend"
188358,186640,"I'd be the closest thing"
191589,188408,"So can we fuck and still be friends, though?"
