"endTime","startTime","text"
3136,0,"..."
4645,3136,"(Oogie Mane, he killed it)"
7848,6386,"(Supah Mario on the beat, nigga)"
8888,8285,"Let's go"
12418,10305,"Let's go, yeah (Pew)"
15459,13184,"Stay so fresh, so clean, think they like me (Like me)"
18455,16248,"I wear more Supreme than a hypebeast (Than a hypebeast)"
21496,19360,"Only blue, no, green don't excite me (Excite me)"
24771,22495,"I could make a ho out your wifey (Out your wifey)"
27581,25259,"Jeremy Scott up on my toes, act like jockey (Woah)"
30948,28324,"Made her get down on the bottom and she top me (Let's go)"
34014,31436,"Pull up extra icy, I'm not playin' hockey (Bling, blaow)"
37173,34525,"Niggas think I'm weird and they don't really like me (Like me)"
39915,37406,"'Cause I could fuck your bitch and fuck your mom and auntie (Yeah)"
43374,40820,"Your girl's a five, but your mom is a dime piece (Ayy)"
46463,44210,"And your auntie, her name is Miss Connie (Miss Connie)"
49480,46484,"I got one Glock, his name Clyde, the other one named Bonnie (Let's go)"
52384,49643,"These bitches, they think they dandy, but they be just lyin' (Bitches lie)"
55217,52709,"That lil' bitch, can't throw it back, I swear that ho be tryin' (Tryin')"
58422,55797,"When I fuck her from the front it sound like that bitch dyin' (On God)"
61650,58933,"VVS, I need a vest, anemic my diamonds (Woah)"
64669,61975,"I swear these niggas talk shit but they really be hidin' (Woo)"
67734,65087,"Had that boy's bitch on my dick, that ho, she was just ridin' (Yeah, yeah)"
70823,68222,"Diamonds on my neck so wet, that shit look like Poseidon (So wet, water)"
73958,71311,"I stand on my money then my height, it turn to 9' 10"" (Yeah)"
77715,74812,"Yeah, these niggas be bitin' (Fuck)"
80525,77878,"Grra-ta, I'm not really with the fightin' (Grra-ta)"
83404,80943,"Yeah, me and her was vibin' (Yeah, vibin')"
85191,84077,"Yeah (Yeah)"
87005,85241,"Your bitch call me ""Myron"" (Call me)"
89769,87516,"Stay so fresh, so clean, think they like me (Like me)"
92928,90605,"I wear more Supreme than a hypebeast (Than a hypebeast)"
96367,93764,"Only blue, no, green don't excite me (Excite me, green)"
99549,96854,"I could make a ho out your wifey (Out your wifey)"
102387,99599,"Jeremy Scott up on my toes, act like jockey (Woah)"
105244,102642,"Made her get down on the bottom and she top me (Let's go)"
108381,105755,"Pull up extra icy, I'm not playin' hockey (Hockey, bling, blaow)"
111841,108799,"Niggas think I'm weird and they don't really like me (Like me)"
115461,112677,"Ninety thousand, that's a light band, (Yeah) yeah (Ninety thousand, that's a light)"
118108,115809,"I can tell you, it's the real spill (I can tell you, it's the real)"
121176,118158,"Yeah, fucked your bitch just for a light bill (Yeah)"
123687,121226,"Yeah, banana clip, I won't slip on the peel"
126193,123430,"I can't slip, slip, slip, no, no, I can't miss"
129258,126680,"I got icebergs on my neck, I can sink a ship"
132323,129746,"Outer space swag, not regular, Titanic my whip"
135808,132811,"In the hood, I'm not regular, I just brung my stick, baby"
139432,136690,"Oh, you think I give a fuck because I'm rich, baby? (Huh?)"
142056,139780,"Come on, baby, let's have sex and have a rich baby"
145262,142730,"She said, ""I thought you ain't do that,"" well, you dismissed, baby (Bye-bye)"
149279,145935,"Uh, young nigga, no, I ain't changed, Lil Uzi from the 6', baby (Yeah)"
151833,149790,"Uh, I don't think they like me (Nah)"
154876,152042,"But when I drop this song, I know they'll get excited (Yeah)"
157850,155294,"She was homie girl, but now that girl is my bitch (Mine)"
160615,158176,"I like them girls that do that scammin' and that swipin'"
163219,160665,"I just ran up all my bands, I just ran up all my bands"
166424,163800,"I just ran up all my bands, I just ran up all my bands"
168467,166842,"She give me head, that bit' migraine (Migraine)"
169654,168401,"She give me head, that bit' migraine (Migraine)"
171396,170003,"She give me head, that bit' migraine (Migraine)"
173091,171559,"She give me head, that bit' migraine (Let's go)"
176155,173158,"Got addicted to the road, got addicted to the stress"
178993,176205,"Got addicted to the foreigns, got addicted to the racks (Racks)"
180829,179319,"Man, these boys be doin' the most (Most)"
182243,180873,"And I swear that is a fact (Fact)"
183826,182339,"Man, this girl wanna give me brain"
184940,183988,"Yeah, we call that bit' migraine"
186379,185520,"Yeah, we call that bit' migraine"
188143,187052,"Yeah, we call that bit' migraine (Ayy)"
189698,188561,"Yeah, we call that bit' migraine (Ayy, yeah)"
191230,190116,"Yeah, we call that bit' migraine"
192692,191648,"Pack all my shit then I might migrate"
194271,193203,"Anywhere you goin', know some niggas gon' hit"
195779,194642,"I don't run from shit but the damn police"
197822,196313,"All blue hunnids to wash my face, yeah (Yeah)"
201212,198983,"Stay so fresh, so clean, think they like me (Like me)"
204697,202118,"I wear more Supreme than a hypebeast (Than a hypebeast)"
207459,205183,"Only blue, no, green don't excite me (Excite me)"
210920,208295,"I could make a ho out your wifey (Out your wifey)"
213615,211083,"Jeremy Scott up on my toes, act like jockey (Woah)"
216634,214102,"Made her get down on the bottom and she top me (Let's go)"
220212,217145,"Pull up extra icy, I'm not playin' hockey (Hockey, bling, blaow)"
222886,220331,"Niggas think I'm weird and they don't really like me"
