"endTime","startTime","text"
4852,116,"Just gonna stand there and watch me burn"
10844,5435,"But that's alright, because I like the way it hurts"
15931,11265,"Just gonna stand there and hear me cry"
21668,16491,"But that's alright, because I love the way you lie"
24479,21928,"I love the way you lie"
26686,25202,"I can't tell you what it really is"
28777,27066,"I can only tell you what it feels like"
31588,29154,"And right now there's a steel knife, in my windpipe"
34399,31870,"I can't breathe, but I still fight, while I can fight"
37234,34564,"As long as the wrong feels right, it's like I'm in flight"
39604,37492,"High off of love, drunk from my hate"
41951,39421,"It's like I'm huffing paint and I love it the more that I suffer"
44461,42071,"I suffocate and right before I'm about to drown"
47295,44558,"She resuscitates me, she fucking hates me"
48295,47391,"And I love it, wait"
49922,48601,"Where you going? ""I'm leaving you"""
51412,50530,"No you ain't, come back"
53619,51553,"We're running right back, here we go again"
56430,53856,"It's so insane 'cause when it's going good, it's going great"
59124,56711,"I'm Superman, with the wind at his back, she's Lois Lane"
61030,59385,"But when it's bad, it's awful"
63400,61149,"I feel so ashamed, I snapped, who's that dude"
65932,63636,"I don't even know his name, I laid hands on her"
69396,66191,"I'll never stoop so low again, I guess I don't know my own strength"
74132,69377,"Just gonna stand there and watch me burn"
79984,74437,"But that's alright, because I like the way it hurts"
85187,80382,"Just gonna stand there and hear me cry"
90250,85469,"But that's alright, because I love the way you lie"
95754,90973,"I love the way you lie"
102513,96501,"I love the way you lie"
104279,102654,"You ever love somebody so much"
106532,104443,"You can barely breathe, when you're with them, you meet"
108623,106534,"And neither one of you, even know what hit 'em"
111295,108766,"Got that warm fuzzy feeling, yeah them chills, used to get 'em"
113525,111553,"Now you're getting fucking sick of looking at 'em"
116196,113761,"You swore you've never hit 'em, never do nothing to hurt 'em"
117544,116198,"Now you're in each others face"
119635,117687,"Spewing venom, and these words, when you spit 'em"
122586,119916,"You push, pull each other's hair, scratch, claw, bit 'em"
125148,122500,"Throw 'em down, pin 'em, so lost in the moments, when you're in 'em"
127511,125267,"It's the rage that's the culprit, it controls you both"
129602,127675,"So they say it's best, to go your separate ways"
132392,129743,"Guess that they don't know ya 'cause today, that was yesterday"
134460,132533,"Yesterday is over, it's a different day"
137248,134601,"Sound like broken records, playin' over, but you promised her"
138779,137391,"Next time you'll show restraint"
139941,138781,"You don't get another chance"
142334,140084,"Life is no Nintendo game, but you lied again"
143798,142592,"Now you get to watch her leave"
146125,143853,"Out the window, guess that's why they call it window pain"
150747,146546,"Just gonna stand there and watch me burn"
157320,151633,"But that's alright, because I like the way it hurts"
162266,157601,"Just gonna stand there and hear me cry"
167469,162759,"But that's alright, because I love the way you lie"
172254,168216,"I love the way you lie"
179894,173743,"I love the way you lie"
182102,180177,"Now I know we said things, did things"
185378,182221,"That we didn't mean and we fall back into the same patterns"
188189,185519,"Same routine, but your temper's just as bad, as mine is"
190814,188191,"You're the same as me, when it comes to love, you're just as blinded"
193140,191074,"Baby please come back, it wasn't you"
196996,193303,"Baby it was me, maybe our relationship isn't as crazy as it seems"
199976,197094,"Maybe that's what happens -- when a tornado meets a volcano"
202950,200258,"All I know is I love you too much to walk away now"
205482,203114,"Come inside, pick up your bags off the sidewalk"
208176,205646,"Don't you hear sincerity, in my voice when I talk?"
210848,208435,"Told you this is my fault, look me in the eyeball"
213799,211107,"Next time I'm pissed, I'll aim my fist at the dry wall"
215728,213918,"Next time, there will be no next time"
218539,216010,"I apologize even though I know it's lies"
221513,218541,"I'm tired of the games, I just want her back, I know I'm a liar"
223744,221957,"If she ever tries to fucking leave again"
226555,223980,"I'm a tie her to the bed and set this house on fire"
231340,226557,"Just gonna stand there and watch me burn"
236706,231621,"But that's alright, because I like the way it hurts"
242139,237591,"Just gonna stand there and hear me cry"
247528,242745,"But that's alright, because I love the way you lie"
253357,248274,"I love the way you lie"
256353,253638,"I love the way you lie"
