"endTime","startTime","text"
1578,1277,"Yeah"
3158,1765,"Buddah bless this beat"
3387,3086,"Ayy"
6362,3437,"Bangin' out west (Bangin'), slangin' out west (Yeah)"
9591,6780,"Gold metallic knife, I can shank ya out west (Yeah)"
13237,10357,"I just put a drum on a new Kel-Tec (On a)"
16303,13748,"I just put my cum in her pussy, now it's wet"
20087,16813,"I used to jump off the back of the bus (Yeah), now I jump off of a jet (Yeah)"
23155,20183,"I used to tell the lil' baby, ""This us,"" then I got over the shit"
25454,23665,"I used to like her, but now that I love her"
26594,25550,"The way she was drankin' my spit"
29892,27012,"Your bitch cheatin', she under my cover, we cuddle and shit"
33725,30449,"Now shawty say she wanna suck on the tip"
37189,33867,"I'm 'bout it, baby, I want all four of your lips (I'm 'bout it)"
40096,37239,"Ex-college girl, she can suck up a ship"
43602,40746,"I eat molly and I take this bitch on a trip"
50175,44183,"Ayy, shawty, ayy, darlin', ayy, baby girl, suck my private"
53589,51011,"Close your eyes, it's just me and you and nobody"
58118,54192,"Ayy, suck it sideways, if we in public or the driveway (Hey)"
61163,58214,"Vibes in this bitch (Woo), vibe on a jet (Woo)"
63253,61674,"Five thousand bricks, ooh"
67689,64948,"She bad as it get, her mouth kick it slick"
69197,68408,"She know she got the kick"
71633,70078,"With a fire hydrant pussy (Hey)"
75024,72051,"Bangin' out west (Bangin'), slangin' out west (Yeah)"
78346,75442,"Gold metallic knife, I can shank ya out west (Yeah)"
82366,78857,"I just put a drum on a new Kel-Tec (On a)"
84808,82323,"I just put my cum in her pussy, now it's wet"
87942,86898,"It's up, it's stuck (Yeah)"
91240,88267,"Thought you can cross the gang, what was you thinkin' of? (Gang)"
94631,91728,"Red coupe, rollercoaster sound just like it does"
97930,95165,"These days, I balance all the hate out with the love"
102251,98603,"These days, I pour all of my pain out in a cup (Drank)"
105595,102040,"Dreamy, that's just a side effect when you with us (Game)"
108335,105547,"Easy, the dawgs is right behind me, they on edge"
111680,108660,"Believe me, we pop out in the city to collect (Ooh)"
116093,113235,"Vibes in this bitch, they surprised that I lived (It's lit)"
119554,116604,"Try, can't be killed, tried nine times but I'm Stilts"
122829,120065,"Hop in the whip to hop right in the whip"
125220,123083,"I hotbox in the whip, got me (Ooh)"
129843,126474,"Ayy, bangin' out west (Bangin'), slangin' out west (Yeah)"
133141,130284,"Gold metallic knife, I can shank ya out west (Yeah)"
136487,133722,"I just put a drum on a new Kel-Tec (On a)"
139833,137161,"I just put my cum in her pussy, now it's wet"
143735,140181,"I used to jump off the back of the bus (Yeah), now I jump off of a jet (Yeah)"
146706,143687,"I used to tell the lil' baby, ""This us"" (Yeah), then I got over the shit (Yeah)"
148704,147031,"I used to like her, but now that I love her"
150262,149055,"The way she was drankin' my spit (Woah, woah)"
153257,150447,"Your bitch cheatin', she under my cover, we cuddle and shit"
157528,156159,"Buddah bless this beat"
