"endTime","startTime","text"
12771,0,"..."
15116,12771,"Workin' on the weekend like usual"
17786,15719,"Way off in the deep end like usual"
20873,18598,"Niggas swear they passed us, they doin' too much"
24030,21616,"Haven't done my taxes, I'm too turnt up"
26770,24472,"Virgil got that Patek on my wrist goin' nuts"
29417,27444,"Niggas caught me slippin' once, okay, so what?"
32946,30323,"Someone hit your block, I'd tell you if it was us"
35453,33271,"Manor house in Rosewood, this shit too plush"
38285,36196,"Say my days are numbered, but I keep wakin' up"
41419,39121,"Know you see my texts, baby, please say some'"
44276,42140,"Wine by the glass, your man a cheapskate, huh?"
47085,45019,"Niggas gotta move off my release day, huh"
50335,48710,"Bitch, this is fame, not clout"
53098,50823,"I don't even know what that's about, watch your mouth"
55884,53911,"Baby got a ego twice the size of the crib"
59344,56790,"I can never tell her shit, it is what it is (what)"
61967,59669,"Said what I had to and did what I did (ayy)"
64777,62734,"Never turn my back on FBG, God forbid"
67749,65613,"Virgil got the Patek on my wrist doin' front flips"
71046,68585,"Givin' you my number, but don't hit me on no dumb shit"
73667,71485,"Workin' on the weekend like usual"
76615,74433,"Way off in the deep end like usual (like usual)"
79796,77451,"Niggas swear they passed us, they doin' too much"
82511,80399,"Haven't done my taxes, I'm too turnt up"
85390,83185,"Virgil got that Patek on my wrist goin' nuts"
88409,86157,"Niggas caught me slippin' once, okay, so what?"
91498,89083,"Someone hit your block, I'd tell you if it was us"
94238,92009,"Manor house in Rosewood, this shit too plush"
97279,94656,"It's cool, man, got red bottoms on"
102062,99787,"Life is good, you know what I mean?"
102524,102269,"Like"
104144,102542,"Yeah, hunnid thousand for the cheapest ring"
105931,104399,"On a nigga finger, lil' bitch, woo"
107951,106419,"I done flew one out to Spain to be in my domain"
109321,108253,"And Audemar-ed the bitch, woo"
110760,109739,"Dropped three dollars on a ring"
112920,111086,"Cost a Bentley truck, lil' bitch, woo"
114335,113175,"I was in the trap servin' cocaine"
116076,114916,"I ain't been the same since, woo"
117536,116492,"Granny, she was standin' right there"
119393,117954,"While I catch a play on a brick, woo"
120925,119904,"I make them lil' niggas go haywire"
122666,121459,"Taliban in this bitch, woo"
124453,123316,"I done been down bad in them trenches"
126102,124802,"Had to ride with that stick, woo"
127773,126589,"Who gave you pills? Who gave you that dust?"
129630,128284,"Pluto sent you on a lick, woo"
130535,130048,"Too many convicts"
132879,131022,"They roll with me to play in this shit, woo"
133924,133390,"I'm tryna avoid nonsense"
136361,134481,"Get Osama sprayed in this bitch, woo"
137754,136756,"They at the candlelight lightin' it up"
139727,138381,"Nigga, anybody can get it, woo"
141375,140145,"I'm on a PJ lightin' it up"
143116,141886,"Backwood full of sticky, woo"
146413,143534,"I'm tryna tote that Draco in London and it's an extended, woo"
149849,146900,"They gotta stretch a nigga out, we gon' die for this shit, woo"
153239,150337,"Yeah, I ride for my niggas, I lie to my bitch, woo"
156606,153750,"We some poor, high-class niggas, made it, we rich, yeah"
159972,157116,"I was at the bando, got a penthouse for a closet, woo"
163361,160366,"It's like a chandelier on my neck, my wrist, woo"
166706,163872,"I got pink toes, they talk different languages, woo"
169562,167217,"Got Promethazine in my blood and Percocet"
172348,170165,"Yeah, hunnid thousand for the cheapest ring"
173553,172021,"On a nigga finger, lil' bitch, woo"
175853,173971,"I done flew one out to Spain to be in my domain"
176878,175764,"And Audemar-ed the bitch, woo"
178317,177296,"Dropped three dollars on a ring"
180105,178828,"Cost a Bentley truck, lil' bitch, woo"
181938,180778,"I was in the trap servin' cocaine"
183749,182426,"I ain't been the same since"
184937,183660,"Racks by the ton, I call up Serena"
186584,185424,"I go tremndo for new fettuccini"
188279,187002,"All fact though, carat the pinky"
189973,188766,"All fact though, we ordered the Fiji"
191830,190925,"I'm in the loop with the voo"
192805,192155,"I'm in the loop with the woo"
193872,193385,"Which one of you workin'?"
195055,194220,"I'll put your face on the news"
196378,195566,"I'll put the pussy on the shirt"
198421,196796,"After I murk it, then make 'em go shoot up the hearse"
199605,198909,"Cost me a quarter bird"
201788,200186,"Nigga, it's worth it, and you a maniac"
203947,202113,"A fuckin' alien, how you splurgin'?"
206365,204252,"Got that kitty cat, I'm havin' fun with that"
207340,206923,"Goin' Birkin"
212052,210683,"Yeah, hunnid thousand for the cheapest ring"
214118,212632,"On a nigga finger, lil' bitch, woo"
216208,214536,"I done flew one out to Spain to be in my domain"
217347,216395,"And Audemar-ed the bitch, woo"
218855,217857,"Dropped three dollars on a ring"
220875,219366,"Cost a Bentley truck, lil' bitch, woo"
222546,221362,"I was in the trap servin' cocaine"
224263,223033,"I ain't been the same since, woo"
225795,224681,"Hunnid thousand for the cheapest ring"
227280,226120,"On a nigga finger, lil' bitch"
229137,228116,"Hunnid thousand for the cheapest ring"
230925,229509,"On a nigga finger, lil' bitch, yeah"
232390,231485,"Hunnid thousand for the cheapest ring"
234178,232901,"On a nigga finger, lil' bitch, huh"
235710,234851,"Hunnid thousand for the cheapest ring"
237792,236290,"On a nigga finger, lil' bitch"
