"endTime","startTime","text"
15997,0,"..."
17274,15997,"Pullin' out the coupe at the lot"
18365,17437,"Told 'em, ""Fuck 12, fuck SWAT"""
19850,19015,"Bustin' all the bales out the box"
21406,20501,"I just hit a lick with the box"
23473,21987,"Had to put the stick in a box, mm"
27745,24564,"Pour up the whole damn seal, I'ma get lazy"
31622,28743,"I got the mojo deals, we been trappin' like the '80's"
36150,32527,"She sucked a nigga soul, got the Cash App"
40426,36429,"Told 'em wipe a nigga nose, say slatt, slatt"
44146,40476,"I won't never sell my soul, and I can back that"
48326,44726,"And I really wanna know, where you at, at?"
49928,48466,"I was out back where the stash at"
52063,50531,"Cruise the city in a bulletproof Cadillac (skrrt)"
54129,52551,"'Cause I know these niggas after where the bag at (yeah)"
56312,54896,"Gotta move smarter, gotta move harder"
58285,56916,"Nigga try to get me for my water"
60698,58702,"I lay his ass down, on my son, on my daughter"
62532,61000,"I had the Draco with me, Dwayne Carter"
64552,63113,"Lotta niggas out here playin', ain't ballin'"
67292,65133,"I done put my whole arm in the rim, Vince Carter (yeah)"
69196,67710,"And I know probably get a key for the quarter"
71308,69683,"Shawty barely seen in double C's, I bought 'em"
73234,71795,"Got a bitch that's looking like Aaliyah, she a model"
77344,73815,"I got the pink slip, all my whips is key-less"
79270,77924,"Compton, I'm about to get the key to the city"
81172,79944,"Patek like the sea, forget it"
82472,81520,"Pullin' out the coupe at the lot"
84166,83052,"Told 'em, ""Fuck 12, fuck SWAT"""
85442,84607,"Bustin' all the bales out the box"
87068,86116,"I just hit a lick with the box"
88925,87648,"Had to put the stick in a box, mm"
93267,90178,"Pour up the whole damn seal, I'ma get lazy"
97749,94335,"I got the mojo deals, we been trappin' like the '80's"
101652,98121,"She sucked a nigga soul, got the Cash App"
105741,102047,"Told 'em wipe a nigga nose, say slatt, slatt"
110180,106159,"I won't never sell my soul, and I can back that"
114573,110253,"And I really wanna know, where you at, at? Hah"
116453,114828,"Ha-ha-ha, I been movin' 'em out"
118453,116758,"If Steelo with me, then he got the blues in the pouch (yeah)"
120170,118940,"Took her to the forest, put the wood in her mouth"
122677,121006,"Bitch don't wear no shoes in my house"
124652,122957,"The private I'm flyin' in, I never wanna fly again"
126346,125000,"I'll take my chances in traffic (yeah)"
128389,127020,"She suckin' on dick, no hands with it"
130828,128948,"I just made the Rollie plain like a landing strip"
132660,131058,"I'm a 2020 president candidate"
134842,133078,"I done put a hunnid bands on Zimmerman, shit"
136769,135167,"I been movin' real gangsta, so that's why she pick a Crip"
138904,137140,"Shawty call me Crisco 'cause I pop my shit"
142503,139485,"Got it out the mud, there's nothin' you can tell me, yeah"
147170,143594,"When I had the drugs, I was street wealthy, yeah"
148196,147198,"Pullin' out the coupe at the lot"
149705,148684,"Told 'em, ""Fuck 12, fuck SWAT"""
151168,150216,"Bustin' all the bales out the box"
152746,151818,"I just hit a lick with the box"
154789,153257,"Had to put the stick in a box, mm"
158900,155857,"Pour up the whole damn seal, I'ma get lazy"
163127,159991,"I got the mojo deals, we been trappin' like the '80's"
167073,163846,"She sucked a nigga soul, got the Cash App"
170976,167723,"Told 'em wipe a nigga nose, say slatt, slatt"
175158,171812,"I won't never sell my soul, and I can back that"
179611,175901,"And I really wanna know, where you at, at?"
