"endTime","startTime","text"
33901,0,"..."
38173,33901,"'Cause sometimes you just feel tired, you feel weak"
42817,38638,"And when you feel weak you feel like you want to just give up"
47163,43374,"But you gotta search within you, you gotta find that inner strength"
51396,47279,"And just pull that shit out of you and get that motivation to not give up"
55334,51271,"And not be a quitter, no matter how bad you want to just fall flat on your face"
59078,55326,"And collapse 'til I collapse I'm spilling these raps long as you feel 'em"
62235,59128,"'Til the day that I drop you'll never say that I'm not killing 'em"
65117,62470,"'Cause when I am not then I'm a stop pinning them"
67862,65261,"And I am not hip-hop and I'm just not Eminem"
70741,67912,"Subliminal thoughts when I'm stop sending them"
73388,70330,"Women are caught in webs spin and hock venom"
76828,73438,"Adrenaline shots of penicillin could not get the illin' to stop"
79150,76920,"Amoxicillin is just not real enough"
81982,79200,"The criminal cop killing hip-hop filling a"
84749,81731,"Minimal swap to cop millions of Pac listeners"
86839,84799,"You're coming with me, feel it or not"
90488,86889,"You're gonna fear it like I showed you the spirit of god lives in us"
93712,90558,"You hear it a lot, lyrics that shock, is it a miracle"
95895,93762,"Or am I just a product of pop fizzing up"
98824,96084,"For shizzle my whizzle this is the plot listen up"
101564,98874,"You Bizzles forgot Slizzle does not give a fuck"
103798,101059,"'Til the roof comes off, till the lights go out"
106538,103848,"'Til my legs give out, can't shut my mouth"
109464,106588,"'Til the smoke clears out and my high perhaps"
112343,109514,"I'm a rip this shit till my bone collapse"
115223,112393,"'Til the roof comes off, till the lights go out"
117963,115273,"'Til my legs give out, can't shut my mouth"
120749,118013,"'Til the smoke clears out and my high perhaps"
123489,120799,"I'm a rip this shit till my bone collapse"
126275,123539,"Music is like magic there's a certain feeling you get"
129015,126325,"When you're real and you spit and people are feeling your shit"
131895,129065,"This is your moment and every single minute you spittin'"
134499,131945,"Trying to hold onto it 'cause you may never get it again"
137517,134638,"So while you're in it try to get as much shit as you can"
140257,137567,"And when your run is over just admit when it's at its end"
143090,140307,"'Cause I'm at the end of my wits with half the shit that gets in"
145784,143140,"I got a list, here's the order of my list that it's in"
148849,145834,"It goes, Reggie, Jay-Z, Tupac and Biggie"
151548,148344,"Andre from Outkast, Jada, Kurupt, Nas and then me"
154288,151598,"But in this industry I'm the cause of a lot of envy"
157121,154338,"So when I'm not put on this list the shit does not offend me"
159980,157171,"That's why you see me walk around like nothing's bothering me"
162786,160050,"Even though half you people got a fuckin' problem with me"
165619,162836,"You hate it but you know respect you've got to give me"
168452,165669,"The press's wet dream like Bobby and Whitney, Nate hit me"
171145,168502,"'Til the roof comes off, till the lights go out"
173932,171195,"'Til my legs give out, can't shut my mouth"
176672,173982,"'Til the smoke clears out and my high perhaps"
179598,176722,"I'm a rip this shit till my bone collapse"
182387,179648,"'Til the roof comes off, till the lights go out"
185127,182437,"'Til my legs give out, can't shut my mouth"
187867,185177,"'Til the smoke clears out and my high perhaps"
190747,187917,"I'm a rip this shit till my bone collapse"
193444,190797,"Soon as a verse starts I eat at an MC's heart"
196276,193494,"What is he thinking? Enough to not go against me, smart"
198970,196326,"And its absurd how people hang on every word"
201849,199020,"I'll probably never get the props I feel I ever deserve"
204636,201899,"But I'll never be served my spot is forever reserved"
207561,204686,"If I ever leave earth that would be the death of me first"
210141,207611,"'Cause in my heart of hearts I know nothing could ever be worse"
213041,210212,"That's why I'm clever when I put together every verse"
216246,213091,"My thoughts are sporadic, I act like I'm an addict"
218986,216074,"I rap like I'm addicted to smack like I'm Kim Mathers"
221633,219036,"But I don't want to go forth and back in constant battles"
224465,221683,"The fact is I would rather sit back and bomb some rappers'"
227391,224515,"So this is like a full blown attack I'm launching at 'em"
230038,227259,"The track is on some battling raps who want some static"
232917,230088,"'Cause I don't really think that the fact that I'm Slim matters"
235750,232967,"A plaque of platinum status is whack if I'm not the baddest"
238397,235800,"'Til the roof comes off, till the lights go out"
241184,238286,"'Til my legs give out, can't shut my mouth"
243924,241234,"'Til the smoke clears out and my high perhaps"
246757,243974,"I'm a rip this shit till my bone collapse"
249636,246807,"'Til the roof comes off, till the lights go out"
252422,249232,"'Til my legs give out, can't shut my mouth"
255162,252472,"'Til the smoke clears out and my high perhaps"
257719,255212,"I'm a rip this shit till my bone collapse"
260134,257859,"Until the roof (Until the roof)"
262874,260184,"The roof comes off (The roof comes off)"
265660,262924,"Until my legs (Until my legs)"
271004,265710,"Give out from underneath me (Underneath me, I)"
273604,271422,"I will not fall"
276576,273654,"I will stand tall"
280756,276901,"Feels like no one can beat me"
