"endTime","startTime","text"
4477,2759,"May I have your attention please?"
7493,5775,"May I have your attention please?"
10906,8585,"Will the real Slim Shady please stand up?"
12814,12095,"I repeat"
15950,13420,"Will the real Slim Shady please stand up?"
17924,16764,"We're going to have a problem here"
18714,18135,"Y'all act like you"
20039,18716,"Never seen a white person before"
21131,20249,"Jaws all on the floor"
22063,21181,"Like Pam and Tommy"
23086,22204,"Just burst in the door and"
24893,23106,"Started whoopin' her ass worse than before"
25636,24943,"They first get divorced"
27194,25871,"Throwing her over furniture, ahh"
28032,27289,"It's the return of the"
29658,28033,"""Oh wait, no way, you're kidding"
30729,30010,"He didn't just say"
31985,30894,"What I think he did, did he?"""
33100,32357,"And Dr Dre said"
34611,33892,"Nothing you idiots"
35380,34661,"Dr Dre's dead,"
36868,35545,"He's locked in my basement (ha ha)"
38212,36889,"Feminist women love Eminem"
39285,38403,"Chicka chicka chicka"
40727,39404,"Slim Shady I'm sick of him"
41487,40768,"Look at him,"
43231,41467,"Walking around grabbing his you know what"
44229,43347,"Flippin' the you know who"
45693,44370,"""Yeah, but he's so cute though."""
47319,45694,"Yea I probably got a couple of screws"
47971,47228,"Up in my head loose"
49410,48087,"But no worse than what's going on"
50271,49412,"In your parent's bedrooms"
51826,50526,"Sometimes I want to get on TV"
53150,51990,"And just let loose, but can't"
54219,53337,"But it's cool for Tom Green"
54964,54221,"To hump a dead moose"
55660,55080,"My bum is on your lips,"
56985,56103,"My bum is on your lips"
57821,57241,"And if I'm lucky"
59308,57985,"You might just give it a little kiss"
60238,59495,"And that's the message"
61470,60286,"That we deliver to little kids"
62677,61795,"And expect them not to know"
63980,62796,"What a women's clitoris is"
64327,64049,"Of course"
65747,64587,"They gonna know what intercourse is"
67021,65863,"By the time they hit 4th grade"
68830,67112,"They got the Discovery Channel don't they?"
70294,69087,"We ain't nothing but mammals"
71665,70505,"Well some of us cannibals"
73314,71715,"Who cut other people open like cantaloupes"
74499,73780,"But if we can hump"
75522,74501,"Dead animals and antelopes"
76312,75755,"Then there's no reason"
77917,76292,"That a man and another man can't elope"
80304,78354,"But if you feel like I feel I got the antidote"
81304,80422,"Women wave your pantyhose,"
82466,81445,"Sing the chorus and it goes"
84533,82629,"I'm Slim Shady, yes I'm the real Shady"
86992,84763,"All you other Slim Shadys are just imitating"
88318,86832,"So won't the real Slim Shady,"
89178,88459,"Please stand up"
89970,89553,"Please stand up"
91429,90622,"Please stand up"
93683,91826,"'Cause I'm Slim Shady,"
93754,92710,"Yes I'm the real Shady"
96194,93919,"All you other Slim Shadys are just imitating"
97449,96126,"So won't the real Slim Shady,"
98332,97613,"Please stand up"
99725,98845,"Please stand up"
100679,99892,"Please stand up"
102120,100797,"Will Smith don't gotta cuss in his raps"
103027,102470,"To sell records"
105650,103329,"Well I do, so fuck him and fuck you too"
107254,105676,"You think I give a damn about a Grammy?"
108834,107372,"Half of you critics can't even stomach me,"
109881,109138,"Let alone stand me"
111111,110090,"""But Slim what if you win"
111971,111252,"Wouldn't it be weird?"""
112645,112204,"Why?"
114207,112443,"So you guys can just lie to get me here?"
115571,114411,"So you can sit me here"
116479,115736,"Next to Britney Spears"
117779,116758,"Shit, Christina Aguilera"
118802,117920,"Better switch me chairs"
