"endTime","startTime","text"
119684,118965,"So I can sit next to"
121195,119872,"Carson Daly and Fred Durst"
122077,121497,"And hear 'em argue"
123402,122079,"Over who she gave head to first"
125886,123890,"Little bitch put me on blast on M-T-V"
126421,126004,"""Yeah he's cute"
128188,126563,"But I think he's married to Kim, he he"""
130393,128397,"I should download her audio on mp3"
131303,130560,"And show the whole world"
132627,131304,"How you gave Eminem V.D"
135834,133234,"I'm sick of you little girl and boy groups"
135841,134959,"All you do is annoy me"
137484,135952,"So I've been sent here to destroy you"
139691,138020,"And there's a million of us just like me"
140440,139697,"Who cuss like me,"
141904,140581,"Who just don't give a fuck like me"
142711,141879,"Who dress like me"
144176,142992,"Walk, talk and act like me,"
145942,144317,"It just might be the next best thing"
146941,146013,"But not quite me"
147685,146966,"'Cause I'm Slim Shady,"
148825,147804,"Yes I'm the real Shady"
151241,149105,"All you other Slim Shadys are just imitating"
152519,151312,"So won't the real Slim Shady,"
153379,152660,"Please stand up"
154773,153846,"Please stand up"
155819,154987,"Please stand up"
156958,155937,"'Cause I'm Slim Shady,"
157981,156960,"Yes I'm the real Shady"
160351,158308,"All you other Slim Shadys are just imitating"
161723,160539,"So won't the real Slim Shady,"
162769,161910,"Please stand up"
163813,162978,"Please stand up"
164999,164164,"Please stand up"
166602,165024,"I'm like a head trip to listen to"
167649,166628,"'Cause I'm only giving you"
168833,167699,"Things you joke about with your friends"
169833,169069,"Inside your living room"
171184,170000,"The only difference is I got the balls"
172346,171464,"To say it in front of y'all"
173554,172672,"And I don't gotta be false"
174600,173718,"Or sugar coat it at all"
176271,175111,"I just get on the mic and spit it,"
177922,176436,"And whether you like to admit it (rip)"
179640,178154,"I just shit it better than 90 percent"
180711,179742,"Of you rappers out there"
181336,180919,"Then you wonder"
182824,181338,"How can kids eat up these albums"
184053,182896,"Like Valiums, it's funny"
185820,184334,"'Cause at the rate I'm going when I'm thirty"
186749,186030,"I'll be the only person"
187772,186890,"In the nursing home flirting"
189166,188423,"Pinching nurses asses"
190328,189307,"When I'm jackin' off with Jergens"
190954,190537,"And I'm jerking,"
192558,190956,"But this whole bag of Viagra isn't working"
193603,193023,"And every single person"
194765,193744,"Is a Slim Shady lurkin'"
196297,194837,"He could be workin' at Burger King"
197551,196391,"Spittin' on your onion rings"
199340,197879,"Or in the parking lot circling"
200200,199179,"Screaming I don't give a fuck"
201988,200367,"With his windows down and system up"
204104,202340,"So will the real Shady, please stand up"
205173,204129,"And put one of those fingers"
206197,205315,"On each hand up"
207009,206429,"And to be proud to be"
208636,207313,"Outta your mind and outta control"
209704,208961,"And one more time,"
211168,209845,"Loud as you can, how does it go?"
213118,211168,"I'm Slim Shady, yes I'm the real Shady"
215628,213399,"All you other Slim Shadys are just imitating"
216860,215676,"So won't the real Slim Shady,"
217720,217001,"Please stand up"
218603,218186,"Please stand up"
219789,219209,"Please stand up"
222391,220489,"'Cause I'm Slim Shady,"
222253,221371,"Yes I'm the real Shady"
224693,222604,"All you other Slim Shadys are just imitating"
226019,224835,"So won't the real Slim Shady,"
227044,226140,"Please stand up"
228110,227345,"Please stand up"
229109,228530,"Please stand up"
230503,229459,"'Cause I'm Slim Shady,"
231503,230482,"Yes I'm the real Shady"
233872,231761,"All you other Slim Shadys are just imitating"
235290,233990,"So won't the real Slim Shady,"
236173,235454,"Please stand up"
237265,236593,"Please stand up"
238589,237732,"Please stand up"
239660,238639,"'Cause I'm Slim Shady,"
240661,239640,"Yes I'm the real Shady"
243052,240963,"All you other Slim Shadys are just imitating"
244354,243170,"So won't the real Slim Shady,"
245400,244518,"Please stand up"
246631,245704,"Please stand up"
247584,246866,"Please stand up"
248980,248702,"Haha,"
251814,250189,"I guess there's a Slim Shady in all of us"
254763,254188,"Fuck it"
257295,256042,"Let's all stand up"
