"endTime","startTime","text"
16981,0,"..."
19210,16981,"Damn, Callan ((Damn, Callan)"
21792,19447,"One bad bitch and she do what I say so (One, gang)"
24209,21885,"Two big .40's and a big-ass Draco (Two, boom, boom)"
26717,24328,"Three more millions when you ask how my day go (Three)"
29039,26767,"Poured up a four, now that blueberry Faygo"
31616,29251,"One false move, and we straight to shootin' shit"
34034,31481,"Two small bands just to take you out real quick (Bands)"
36472,33900,"Three more hoes, pull up, I'm fucking shit (Three more, gang)"
38957,36407,"That's how it go, big bands, I'm thumbin' shit (That's how it goes)"
41395,38616,"Ayy, one bad bitch and she do what I say so (Yeah, gang)"
43554,41282,"Two big .40's and a big-ass Draco (Two)"
45969,43766,"Three more millions when you ask how my day go"
48384,46088,"Poured up a four, now that blueberry Faygo"
50961,48595,"One false move, and we straight to shootin' shit"
53376,50872,"Two small bands just to take you out real quick (Bands)"
55721,53426,"Three more hoes, pull up, I'm fucking shit (Three, yeah)"
58136,55794,"That's how it go, big bands, I'm thumbin' shit (Gang)"
60647,58278,"I'm with my niggas, yeah, we some rockstars"
62992,60697,"And I'm with my nigga, yeah, KK Wokhardt (KK Wokhardt)"
65480,63158,"This not my dick, lil' bitch, my Glock hard (Lil' bitch)"
67894,65461,"Straight to the cash (Cash), I'm a trapstar"
70402,67920,"Straight to the bag (Bag), I'm that nigga, huh (Uh)"
72704,70408,"Got me some gas, rollin' up some"
75142,72801,"Pfft, pfft, cash, yeah, I got me some"
76469,75239,"I ain't fucked her yesterday (Yeah)"
77560,76752,"I'ma fuck some"
79882,77679,"One bad bitch and she do what I say so (One, gang)"
82297,80073,"Two big .40's and a big-ass Draco (Two, boom, boom)"
84712,82487,"Three more millions when you ask how my day go (Three)"
87150,84900,"Poured up a four, now that blueberry Faygo"
89634,87316,"One false move, and we straight to shootin' shit"
92142,89708,"Two small bands just to take you out real quick (Bands)"
94650,92192,"Three more hoes, pull up, I'm fucking shit (Three more, gang)"
96972,94655,"That's how it go, big bands, I'm thumbin' shit (That's how it goes)"
99483,97254,"3-0 clip in my Nina (Ooh-ooh)"
101898,99556,"On my toes, Gucci, Valentino (Yeah, bitch)"
104084,101972,"She on go, your bitch fuck the team, uh (Lil' bitch)"
109593,107316,"I just went back to my city (To my city)"
112101,109684,"And you know they all fuckin' with me (Big hands)"
114446,112197,"But it ain't safe, hoes with me (Hoes)"
116443,114702,"I'ma chase bands 'til they end me"
118858,116539,"One bad bitch and she do what I say so (One, gang)"
121017,118863,"Two big .40's and a big-ass Draco (Two, boom, boom)"
123432,121252,"Three more millions when you ask how my day go (Three)"
125847,123761,"Poured up a four, now that blueberry Faygo"
128587,126128,"One false move and we straight to shootin' shit"
130862,128568,"Two small bands just to take you out real quick (Bands)"
133091,131028,"Three more hoes, pull up, I'm fucking shit (Three more, gang)"
135762,133442,"That's how it go, big bands, I'm thumbin' shit (That's how it goes)"
138107,135604,"Ayy, one bad bitch, and she do what I say so (Yeah, gang)"
140525,138272,"Two big .40's and a big-ass Draco (Two)"
143033,140640,"Three more millions when you ask how my day go"
145517,143058,"Poured up a four, now that blueberry Faygo"
147842,145451,"One false move and we straight to shootin' shit"
150419,147916,"Two small bands just to take you out real quick (Bands)"
152765,150307,"Three more hoes, pull up, I'm fucking shit (Three, yeah)"
155180,152770,"That's how it go, big bands, I'm thumbin' shit (Gang)"
