"endTime","startTime","text"
3852,2947,"Wait (Renegade)"
6383,5919,"Ayy Reazy, we got one"
8495,8124,"You dig?"
9958,9099,"Yeah, let's go"
12976,12535,"Sound"
14186,13095,"Yeah, yeah"
14723,14236,"Sound"
16582,16048,"Let's go"
19298,17000,"Cash on me like I hit the lottery (hit the lottery)"
22572,20622,"Trip, watch 'em how they follow me (wait)"
25474,23501,"Hunnids blue, yeah, I got 'em all on me"
29491,26380,"Go (go), go (go), go (go), go, let's go (mmm)"
32370,29909,"Prada shoes, yeah, I keep a style on me (style on me)"
35434,33159,"Pretty freaks, make them *** pile on me (I swear)"
38870,36432,"Rat party, I got thirty thou' on me (right now)"
41911,39195,"Go (go), go (go), go (go), let's go"
45394,42839,"Too much cake, all these *** want a piece (want a piece)"
48435,46137,"Hunnid racks, I threw ten on top of my teeth (racks)"
51639,49271,"Diamond choker, VVS, I can't breathe (I can't breathe)"
55236,52148,"Go (go), go (go), go (go), go, let's go"
58068,55747,"Saint Laurent, Marmier, Givenchy (Ginvenchy)"
60924,58974,"Gucci goggles, Gucci buckle, Gucci skis"
64268,62155,"You gon' cuff that ***, we know that *** a freak"
67797,65011,"Go (yeah), go (go), go (go), let's go (she a freak)"
70837,68632,"Cash on me like I hit the lottery (hit the lottery)"
74552,72254,"Trip, watch 'em how they follow me (wait)"
77013,75040,"Hunnids blue, yeah, I got 'em all on me"
81053,77826,"Go (go), go (go), go (go), go, let's go (mmm)"
83978,81470,"Prada shoes, yeah, I keep a style on me (style on me)"
86903,84721,"Pretty freaks, make them *** pile on me (I swear)"
90200,87995,"Rat party, I got thirty thou' on me (right now)"
93497,90781,"Go (go), go (go), go (go), let's go"
97514,94426,"I know shooters, in DC, Bradley Bill (shoot)"
99885,97587,"Shawty thick, she say, ""I don't miss no meals"" (miss no meals)"
103229,100791,"Buddy broke, you know you can't front the bills (you broke)"
106665,103647,"Go (go), go (go), go (go), go, let's go"
109707,107246,"Shrimp and lobsters, his and hers, it's a date (yum)"
113027,110543,"We gon' eat, she gon' eat, it's a plate (it's a plate)"
116463,113677,"Make them racks, spend them racks, give or take (give or take)"
119485,116513,"Go, go (go), go (go), go, let's go"
123199,120227,"Cash on me like I hit the lottery (hit the lottery) (racks)"
125775,123779,"Trip, watch 'em how they follow me (wait) (let's go)"
128561,126611,"Hunnids blue, yeah, I got 'em all on me"
132578,129397,"Go (go), go (go), go (go), go, let's go (mmm)"
135479,133088,"Prada shoes, yeah, I keep a style on me (style on me)"
138938,136222,"Pretty freaks, make them *** pile on me (I swear)"
141887,139519,"Rat party, I got thirty thou' on me (right now)"
145114,142305,"Go (go), go (go), go (go), let's go"
148109,145555,"Wait, wait, wait, wait"
151197,148759,"Wait, wait, wait, uh"
154749,151940,"Wait, wait, wait, wait"
157930,155167,"Wait, wait, wait, uh"
