"endTime","startTime","text"
4224,0,"..."
7498,4224,"Real Hot Girl shit, ah"
11050,9286,"(And if the beat live, you know Lil Ju made it)"
12976,11630,"Ayy, bitch, I'm a problem nobody solvin'"
14346,13394,"You can keep hating, I'm poppin' regardless"
15970,14833,"He want a bitch look like Megan Thee Stallion (Yeah)"
17432,16388,"Don't want your nigga 'cause I want his daddy"
18685,17757,"I like to switch up my style every week"
20218,19266,"I gotta switch up my hair every day"
21749,20705,"I ain't no ho, but I do be on go"
23259,21982,"And I promise my nigga's gon' love me the same"
24698,23607,"I'm a Hot Girl, don't try it at home"
26230,25116,"I wear the shit that be showing my thong"
27575,26554,"I like to drink and I like to have sex"
29084,28063,"I fuck the niggas that's cutting the checks"
30523,29502,"Dance on the dick, now, you been served"
31915,30987,"I like a dick with a little bit of curve"
33215,32403,"Hit this pussy with an uppercut"
34910,33889,"Call that nigga Captain Hook"
37975,35328,"Ayy, I go shopping, mmm, want it, then I cop it, ayy, yeah"
41110,38649,"Bitches boppin', mmm, I do it, they copy, ayy, look"
44058,41528,"He's a sweetie, mmm, kiss it when he eat it, ayy, yeah"
46263,44476,"Know it's good when you chewin' and you singin'"
49328,46844,"I love niggas with conversation that find the clit with no navigation"
52370,50001,"Mandatory that I get the head, but no guarantees on the penetration (Huh)"
55274,52881,"I be texting with a bi chick, we both freaky, just trying shit (Mwah)"
58130,55784,"Main nigga getting super jealous, he don't even know about the other fellas"
60963,58780,"I need a Mr. Clean, make that pussy beam (Ooh, ooh)"
63911,61381,"Okay, I just might need a baker, make that pussy cream (Pussy cream)"
66722,64260,"Okay, you woke up mad at me 'fore you ain't brush your teeth"
69996,67233,"Mm-mm-mm, that's just super sad, fuck it, carpe diem, ah"
72828,70483,"I'm so indecisive, you can't cuff me, but I'm wifey (But I'm wifey)"
75522,73408,"I just want a nigga who gon' slurp me like an Icee (Slurp me like an Icee)"
78866,76358,"Bitches bite me so hard, had to put them on a diet (Put them on a diet)"
81861,79284,"Bitch, this ain't no tryout, so lil' ho, you better not try me (Ho, you better not try me)"
83231,82187,"I got a man, I got a bitch"
84693,83649,"I'm a banana, they gotta split (Hey, hey, ah)"
86202,85111,"One in your top, one in your tip (Hey, hey)"
87641,86527,"One for the club, one for the crib (One for the crib)"
89080,87989,"My nigga fine, I wanna fuck"
90473,89498,"Ice in his mouth, eat me up"
91888,90960,"Rockin' his chain, wearin' his ring"
93838,92399,"Gettin' some brain, ah, ah, ah"
96699,93888,"Ayy, I go shopping, mmm, want it, then I cop it, ayy, yeah"
99414,97209,"Bitches boppin', mmm, I do it, they copy, ayy, look"
102456,100088,"He's a sweetie, mmm, kiss it when he eat it, ayy, yeah"
104800,103036,"Know it's good when you chewin' and you singin'"
108121,105984,"Hot Girl Summer, I ain't fucking with no drama, huh (Fuckin' with no drama)"
111441,108887,"He was tripping, so I hung out with his partner, huh (Hey, with his partner)"
113787,111812,"Fuck him good, introduce me to his mama, huh (To his mama)"
117338,114715,"Thought he had me 'til I came out with the condom, huh (With the condom)"
119730,117593,"Drinking D'USSÉ out the motherfuckin' bottle, hey (Out the motherfuckin' bottle)"
123329,120542,"I'm a rapper, not no motherfuckin' model, huh (Not no motherfuckin' model)"
126046,123492,"Got a nigga, but I think I'll have another, huh (Think I'll have another)"
129134,126464,"I'm too sexy to be fucking under covers, huh"
131872,129132,"I know you know me, I ain't gotta introduce shit, hmm (Introduce shit)"
134659,132290,"Same crew, I ain't hanging with no new bitch, hmm (Hangin' with no new bitch)"
137446,135170,"I'ma buy it when I land, I rock new shit, hmm (Bitch, I rock new shit)"
140719,138096,"I ain't fucking with that nigga, I got new dick, hmm (Woah)"
143923,141137,"Please don't try me, lil' bitch, you know I'm what that, hmm (Bitch, you know I'm 'bout that)"
146480,143973,"I'll break a ho in half like a Kit-Kat, hmm (Like a Kit-Kat)"
149545,146991,"Please don't ask me 'bout it if you know I did that, huh (Bitch, you know I did that)"
152588,149847,"Not a stylist, but I'll push your fucking wig back, huh"
156697,154074,"Real Hot Girl shit, ah"
158484,157858,"Mwah"
