"endTime","startTime","text"
18415,0,"..."
19506,18415,"Mustard on the beat, ho"
21222,19340,"Shawty made that ass clap, she don't need no applause"
23288,21801,"High fashion like Goyard"
25910,24192,"G-Wagen or the Rover?"
28557,26583,"I put some ice on you 'cause you got a cold heart"
31391,28696,"I know I gotta keep my shawty on go, go, go"
34365,32205,"Drop that ass to the floor-floor, yeah"
36571,34713,"Ahh, woah"
40293,36621,"You ain't gotta deal with none of these niggas no more"
43076,41427,"If we hop in the Benz is that okay?"
45444,43749,"Is it okay if I call you my Prada bae?"
47973,46185,"I ain't no player, I just got a lot of baes"
50666,48646,"But let me tell you, I like you a lot, bae"
52826,51061,"I wanna start at the top and the bottom, bae"
55216,53452,"Know you want the shoe with the red on the bottom, bae"
57956,56029,"You know I like when you ride at the top, bae"
60556,58303,"She want Chane'-ne', Dio'-o'"
62580,60606,"I'm only doin' cash, I don't need promo"
65088,62998,"I pull up to the high rise, I'm in the four-four"
67502,66574,"Inside cocoa"
69729,68151,"If I got a feeling, I keep it inside my heart"
72515,70588,"And I keep a Patek, too, 'cause I don't do facades"
74907,73072,"You can see my diamonds even when I'm in the dark"
77786,75488,"And since you got it, it make you go and do anything you want to"
80131,78135,"Shawty made that ass clap, she don't need no applause (no applause)"
82615,80619,"High fashion like Goyard (like Goyard)"
84705,83033,"G-Wagen or the Rover?"
88004,85379,"I put some ice on you 'cause you got a cold heart (ooh-ooh)"
90418,87584,"I know I gotta keep my shawty on go, go, go (shawty on go, go, yeah)"
92948,90997,"Drop that ass to the floor-floor, yeah"
94875,93459,"Ahh, woah"
97406,95292,"You ain't gotta deal with none of these niggas no more"
101864,100169,"If we hop in the Benz is that okay?"
104070,102514,"Is it okay if I call you my Prada bae?"
106555,104976,"I ain't no player, I just got a lot of baes"
109086,107391,"But let me tell you, I like you a lot, bae"
111501,109852,"I wanna start at the top and the bottom, bae"
114056,112221,"Know you want the shoe with the red on the bottom, bae"
116491,114726,"You know I like when you ride at the top, bae"
119578,117744,"If I hit it from the back, she gon' hit the sidewalk"
122154,120156,"If she got a best friend with her, take her back to my loft"
124661,122710,"Got her five in the mornin', wildin', wildin'"
127053,125125,"And her name ain't Megan but she a stallion, stallion"
129680,126800,"Never keep my hoes divided, 'member I was pullin' up in the Valley"
132003,130284,"And you know I take her soul when she ridin'"
133395,131746,"Sweater and her sneakers all Kenzo"
134904,133952,"Shawty know to drop it low like a limbo"
136970,135484,"Every time we kick it like Timbo, woah, woah, woah"
139057,136921,"Shawty made that ass clap, she don't need no applause (nah, nah)"
145837,141704,"I put some ice on you 'cause you got a cold heart (ooh-ooh)"
149600,146395,"I know I gotta keep my shawty on go, go, go (yeah)"
154616,152200,"Drop that ass to the floor-floor, yeah"
158355,156450,"Shawty made that ass clap, she don't need no applause"
160723,158935,"High fashion like Goyard"
163137,161395,"G-Wagen or the Rover?"
165809,163718,"I put some ice on you 'cause you got a cold heart"
168484,165859,"I know I gotta keep my shawty on go, go, go"
171388,169321,"Drop that ass to the floor-floor, yeah"
173386,171806,"Ahh, woah"
176543,173663,"You ain't gotta deal with none of these niggas no more"
180305,178540,"If we hop in the Benz is that okay?"
182510,180884,"Is it okay if I call you my Prada bae?"
185088,183346,"I ain't no player, I just got a lot of baes"
187665,185831,"But let me tell you, I like you a lot, bae"
189987,188175,"I wanna start at the top and the bottom, bae"
192445,190564,"Know you want the shoe with the red on the bottom, bae"
195140,193119,"You know I like when you ride at the top, bae"
