"endTime","startTime","text"
3595,2411,"(Cook that shit up, Quay!)"
9515,7472,"4PF look like we hit licks how we sell bricks"
12719,9933,"We don't sell shit, we just make hits, yeah"
14623,14391,"Turn up"
16619,14948,"Keepin' my composure, never sober"
17969,16669,"Never chokin', always smokin doja"
19872,18572,"Fuck 'em if they gettin' over"
21546,20014,"Got a Moncler coat because the kid the coldest"
23681,22242,"I ain't changed, I stayed the same and maintained"
25376,24262,"It's safe to say the kid gettin' older"
27211,25911,"Forever gang, I'm never switchin over"
29161,27722,"Made a lane and niggas can't get over"
30972,29672,"I can't match with rappers, they be bogus"
33014,31552,"Really get a pack and keep the over"
34825,33363,"Big dripper, stand up in the ocean"
36496,35243,"Everybody trappin', we get loads in"
38191,37007,"He ain't 4PF if he ain't got motion"
39932,38864,"Made a half a ticket off promotion"
41882,40675,"Shout out Swishers Sweet, they keep me rollin'"
43646,42393,"But if we catch the opp, we gotta smoke him"
46802,44388,"Ridin' 'round with Dracs like we OVO"
47989,46759,"I got some racks and I want some more"
49548,48039,"Still got them passin' the hood, call it give-and-go"
51544,50128,"Keep a nigga main bitch in a figure-four"
53146,51962,"Let me fuck when I want, I just come and go"
55096,53819,"Man, these racks gettin' too big for these skinny clothes"
57092,55676,"I might put me an M in some big Girbaud"
58810,57510,"Let lil' bro hit the stick, had start gettin' old"
60435,59321,"I spent five hundred racks on a Lambo'"
62385,60830,"And didn't even know how to make that motherfucker go"
64125,63011,"On my birthday, I just wanna lift the door"
66285,64868,"Barely flex, but don't play with me, period"
67817,66610,"Shooters follow behind in the Urus"
69744,68537,"In the Rolls truck I feel like a tourist"
72716,70418,"I'm the one from the bottom who sold all my partners them pounds"
73996,72766,"Used to drive in a Buick"
76251,74324,"Hot, hot, hot"
77574,77180,"I'm heatin' up"
79455,78062,"I fuck with slimes and I'm gonna bust (Bah, bah)"
80894,79641,"He can't put on the drip, he ain't one of us"
82611,81404,"How you ridin' in a Benz and a Tonka truck?"
84677,83284,"How you got everybody lit, pipin' up?"
86510,85164,"Oh, she bad with no swag, I can pipe her up"
88437,86975,"Made my last one my last one, I'm wifin' her"
90062,88855,"Count the money up fast like I'm typin' somethin'"
92267,90735,"I'm the type to get active and never run (Wunna)"
94054,92592,"Keep the Rugers, my niggas ain't scared of nothin' (Nah)"
96236,94379,"Ain't no rules, you got racks, you can get it done (Yeah)"
97701,96332,"On a light day, I keep me a honey bun (One hundred)"
99512,98166,"Makin' hit after hit, call me Barry Bonds (Hits)"
101369,99930,"For this Christmas, I bought everybody guns (Swear)"
103226,101787,"Bustin' choppers and FN's for everyone (Grrat)"
105107,103714,"Take that roof off the car, let her feel the sun (Wow)"
106895,105549,"My bro go see his bop-bop five times a month (Yeah)"
109008,107406,"Got this bitch out the college, she suckin' and swallow (Uh)"
110841,109309,"I stick it in, she feel it in her gut (In her gut)"
112794,111007,"We don't run from our problems, we stackin' up guala"
114561,112936,"And guala, I'm tryna get that mega bucks (Racks)"
116351,114773,"We them drippers, lil' nigga, best watch your step (Them drippers)"
118139,116537,"This top shelf, got forty designer belts (Drip)"
119578,118464,"4PF look like the new BMF"
121783,120251,"Think I'm deaf, got stones in my right and left (Ice)"
123477,122200,"How you crank up the car? Ain't no key in there"
125403,123987,"Just pull up, spin they block, and get out of there (Get out of there)"
127051,125821,"Wake up, have a hard time findin' what to wear"
129210,127632,"Treat these hoes like a tire, I keep a spare"
130629,129352,"Want a strap because I'm war ready (War)"
132485,131185,"Check the trust account, it's more fetti (Yeah)"
134596,132971,"Skydweller, Jubilee, and a Presi' (No cap)"
136340,134901,"Hundred-fifty plain Richard Millie (No cap)"
138036,136759,"I'ma milk the game until it's empty"
139823,138384,"Lil cuzzo spit that flame until it's empty (Yeah)"
141773,140404,"I am not a killer, but don't tempt me (Nah)"
143629,142190,"Spendin' rate 'bout thousand to a fifty"
146392,144535,"Hot, hot, hot"
147714,147273,"I'm heatin' up"
149524,148201,"I fuck with slimes and I'm gonna bust (Bah, bah)"
151013,149829,"He can't put on the drip, he ain't one of us"
152916,151547,"How you ridin' in a Benz and a Tonka truck?"
154681,153497,"How you got everybody lit, pipin' up?"
156677,155354,"Oh, she bad with no swag, I can pipe her up"
158441,157164,"Made my last one my last one, I'm wifin' her"
160228,158951,"Count the money up fast like I'm typin' somethin'"
162503,160901,"I'm the type to get active and never run"
