"endTime","startTime","text"
2275,255,"(Welcome to Eternal Atake)"
5432,3830,"(你准备好了吗?)"
7800,6686,"I turned to an addict, I bought me a Patek"
8915,8172,"I bought her a baby one"
11166,9402,"Yeah, I brought me a Maybach, it came with two doors"
12028,11123,"Yeah, that's the Mercedes one (For sure)"
13769,12678,"I stay with the baddest, I'm countin' the cabbage"
15022,14117,"While makin' my lady cum (Yeah)"
16716,15695,"I bought a G-Wagen, that shit was the BRABUS"
18156,17088,"That's why I be racin' 'em (Baddest)"
20570,18411,"Yeah, we bought the four-door, had to get ready for war"
23844,21406,"Yeah, we bought the four-door, had to get ready for war (Go get it)"
26585,24425,"Yeah, we bought the four-door, had to get ready for war (Go get it)"
29533,27420,"Yeah, we bought the four-door, had to get ready for war"
32113,29745,"I got static in my city, who fuckin' with me?"
35178,33019,"Pull up with this 30 and this chopper hold a fifty"
38219,35596,"Man, I heard that nigga Mickey, that's too risky"
41170,38638,"Man, we spray his car, spray his window, icky, icky"
44258,41588,"She keep suckin' on my dick, tryna get a hickey, hickey"
47019,45023,"Girl, I swear that pussy too wet, sticky, sticky"
50246,47971,"I kicked her right out of the front door, I'm picky, picky"
53521,50641,"Yeah, and every time she go to call my phone, I'm busy, busy"
55428,53571,"(Yeah, yeah, hello, hello? Hello?)"
56958,54799,"I heard it's some niggas that's on my head (Brr)"
59722,57794,"I heard it's some niggas that want my bread"
63344,62323,"Oh my God"
66015,63762,"Y'all niggas better chill before y'all all be dead (Oh my God, yeah, yeah, yeah)"
68522,66758,"Whole lot of, whole lot of hoes, whole lot of, whole lot of meds"
71656,69358,"Yeah, whole lot of, whole lot of clothes, niggas be stealin' my swag (Hold up)"
74581,72724,"Whole lot of, whole of emeralds, please tuck your baguettes"
77646,75417,"Yeah, whole lot of, whole lot of red rubies on my neck"
79135,78439,"Uzi, it came with a TEC"
80551,79808,"The brick, that came with a vet"
82477,81386,"I can teach you how to flex (Yes)"
84009,82825,"The Draco, it came with a vest"
85494,84264,"The condo, it came with a pit (Yeah)"
87049,85842,"My new bitch, she came with some neck (Yeah)"
88372,87374,"Man, these boys ain't believe me"
90414,88394,"Until I pulled up and my neck was on squeegee (Woah)"
91160,90464,"Man, these boys ain't believe me"
92576,91369,"They thought I believed in the devil like ouija"
93946,93412,"Man, these boys ain't believe me"
95850,94364,"A real rockstar, Chrome Heart on my beanie (Yeah)"
97033,96360,"I swear these boys cannot see me"
98658,97451,"That's why I be livin' my life like I'm Stevie"
100051,99401,"Wake up, Versace my bitch"
101559,100399,"I got on that Tisci, I eat fettuccine"
103833,102603,"I turned to an addict, I bought me a Patek"
104970,104181,"I bought her a baby one"
106665,105388,"Yeah, I brought me a Maybach, it came with two doors"
108011,107083,"Yeah, that's the Mercedes one (Let's go)"
109775,108661,"I stay with the baddest, I'm countin' the cabbage"
110959,110100,"While makin' my lady cum (Stay with the baddest)"
112862,111702,"I bought a G-Wagen, that shit was the BRABUS"
114047,113142,"That's why I be racin' 'em (I bought a G-Wagen)"
116881,114372,"Yeah, we bought the four-door, had to get ready for war (Yeah)"
119596,117808,"I ain't fuck a bitch in so long, I'd do it in a Honda Accord (No cap)"
122660,120802,"I had to count my money on the ironing board"
125771,123403,"I just took that bitch shoppin', fucked behind the stores"
128929,126421,"I had to get all my niggas off bond, I had to get 'em off holding (Yeah)"
131716,129347,"I had to take 12 right on the mile, drive it like my van was stolen (Skrrt, skrrt)"
133364,132250,"It sing like my birthday, brand new"
135036,133736,"'Cause I'm only known just to floor it (Brand new)"
136545,135454,"Yeah, I just know they be watchin' it"
137709,136595,"Yeah, I just, yeah, I just know they be watchin' it"
140379,139613,"All these hoes love me"
143467,141029,"I am such a slimy guy, nigga, do not trust me"
146299,144047,"Baby, I'ma bust you way before you bust me"
149990,147042,"You shouldn't have trusted me, girl, you got off lucky (Yeah, yeah, yeah, yeah)"
152659,151731,"If it's beef, don't partake"
154191,153170,"No, I do not eat steak (Yeah)"
155467,154608,"All I eat is fish plates"
157069,155885,"My diamonds so cold, in the freezer, my wrist be"
158902,157394,"Somewhere in the hills, prolly where my bitch stay"
160112,158952,"Switchin' my crib and you know I'm gon' switch states (Yeah)"
161946,160530,"I made a million, yeah, off a mixtape"
162364,161996,"I made a million, yeah, off a mixtape"
163827,162620,"I turned to an addict, I bought me a Patek"
164848,164152,"I bought her a baby one"
166798,165429,"Yeah, I brought me a Maybach, it came with two doors"
167936,167124,"Yeah, that's the Mercedes one"
169840,168726,"I stay with the baddest, I'm countin' the cabbage"
171024,170165,"While makin' my lady cum (I stay with the baddest)"
172809,171718,"I bought a G-Wagen, that shit was the BRABUS"
174016,173157,"That's why I be racin' 'em (I bought a G-Wagen)"
176660,174478,"Yeah, we bought the four-door, had to get ready for war (Yeah)"
179794,177751,"I ain't fuck a bitch in so long, I'd do it in a Honda Accord (Woah)"
182997,180792,"I had to count my money on the ironing board (Yeah)"
185945,183415,"I just took that bitch shoppin', fucked behind the stores (Store)"
188963,187942,"Fucked behind the stores"
191911,189706,"You know that I gotta keep it real, fucked behind the stores (Sure)"
194604,192654,"You know that I gotta keep it real, fucked behind the stores"
197692,195440,"Yeah, count up a half a mil' up behind the store"
200640,198342,"Yeah, she gone off that molly like she ain't never take a pill before"
203565,201592,"You act like you tough like your homie ain't ever get killed before"
206816,206584,"What the..."
208998,207768,"Yo, what the fuck was that?"
