"endTime","startTime","text"
10128,0,"..."
12869,10128,"Like the way she work, ayy"
14701,12634,"She always puts me first, ayy"
17044,15791,"And I know I've been around"
21064,17117,"But I swear you got the best on Earth, yeah, yeah, yeah, yeah"
23289,20432,"Uh, I got drip on the floor and it's gettin' nasty"
26307,24125,"He ain't keepin' his hands up off my asscheeks"
28652,26795,"I got somethin' to give him and if he asks me"
31577,29488,"I'm not fillin' up, baby, I let him gas me (Yeah)"
34270,32111,"Her ass fatter than fat and she got good throat"
36707,34943,"Sit that cat on my lap, I give it good strokes"
39004,37472,"I might have to fly her out to Mykanos"
41625,39443,"Or maybe to Japan so I can hit her like I'm Ichiro (play ball!)"
44319,42159,"She knows what the fuck is up, I don't gotta dumb it down"
46966,44923,"Tatted like Rihanna, pussy singing like it's, ""Run This Town"""
48056,47360,"I love her, she's a freak"
50703,48660,"I promise if I could, I'd fuck her seven days a week"
53582,51144,"Face from the Middle East, ass from the West Indies"
56204,54161,"Suckin' the soul up out of my body, rest in peace"
57409,56899,"Head got me wobblin'"
60335,58176,"She know I got cameras, she say, ""We should vlog it"""
63702,60846,"I know she got stamina, she say, ""Start joggin',"" yeah"
65813,63375,"Like the way she work, ayy"
67879,65906,"She always puts me first, ayy"
70175,69154,"And I know I've been around"
73471,70430,"But I swear you got the best on Earth, yeah, yeah, yeah, yeah"
76698,73864,"Uh, I got drip on the floor and it's gettin' nasty"
80205,77441,"He ain't keepin' his hands up off my asscheeks"
82321,80162,"I got somethin' to give him and if he asks me (uh)"
85062,82739,"I'm not fillin' up, baby, I let him gas me (uh)"
87453,85828,"Light me up (light me up), light me up"
89982,87777,"I done seen the whole world and ain't no one as hot as us"
92304,90400,"Bankrolls, dank rolled, they ain't really as loud as us"
95158,93162,"I be hopin' that it's love but it really just be the lust"
98317,95809,"Anything for a rush now, it's Van Nuys on the touchdown"
100777,99477,"It's a cold world, get a bust down"
103376,101426,"How you get my mind before my body and my trust now?"
106117,104119,"He say life is too short and he think that we should fuck now"
108154,106622,"I think I'm finna break him, it's gon' be quick"
110104,108735,"He know I ride that dick 'til I get seasick"
112031,110778,"Wavy lil' bitch to talk that East shit"
113958,112774,"Nasty but don't put nothin' past me"
116745,114770,"Now I got the pussy and the power if you ask me"
118769,116795,"Like the way she work, ayy"
121369,119326,"She always puts me first, ayy"
123387,122483,"And I know I've been around"
126359,123805,"But I swear you got the best on Earth, yeah, yeah, yeah, yeah"
130050,127008,"Uh, I got drip on the floor and it's gettin' nasty"
132697,130793,"He ain't keepin' his hands up off my asscheeks"
135368,133463,"I got somethin' to give him and if he asks me"
138712,136111,"I'm not fillin' up, baby, I let him gas me"
