"endTime","cumulativeWords","song"
3136,1,"Song2..Lil.Uzi.Vert."
4645,6,"Song2..Lil.Uzi.Vert."
7848,12,"Song2..Lil.Uzi.Vert."
8888,14,"Song2..Lil.Uzi.Vert."
12418,18,"Song2..Lil.Uzi.Vert."
15459,29,"Song2..Lil.Uzi.Vert."
18455,39,"Song2..Lil.Uzi.Vert."
21496,48,"Song2..Lil.Uzi.Vert."
24771,59,"Song2..Lil.Uzi.Vert."
27581,69,"Song2..Lil.Uzi.Vert."
30948,82,"Song2..Lil.Uzi.Vert."
34014,92,"Song2..Lil.Uzi.Vert."
37173,104,"Song2..Lil.Uzi.Vert."
39915,117,"Song2..Lil.Uzi.Vert."
43374,129,"Song2..Lil.Uzi.Vert."
46463,139,"Song2..Lil.Uzi.Vert."
49480,153,"Song2..Lil.Uzi.Vert."
52384,166,"Song2..Lil.Uzi.Vert."
55217,180,"Song2..Lil.Uzi.Vert."
58422,195,"Song2..Lil.Uzi.Vert."
61650,204,"Song2..Lil.Uzi.Vert."
64669,216,"Song2..Lil.Uzi.Vert."
67734,231,"Song2..Lil.Uzi.Vert."
70823,245,"Song2..Lil.Uzi.Vert."
73958,259,"Song2..Lil.Uzi.Vert."
77715,265,"Song2..Lil.Uzi.Vert."
80525,273,"Song2..Lil.Uzi.Vert."
83404,281,"Song2..Lil.Uzi.Vert."
85191,283,"Song2..Lil.Uzi.Vert."
87005,290,"Song2..Lil.Uzi.Vert."
89769,301,"Song2..Lil.Uzi.Vert."
92928,311,"Song2..Lil.Uzi.Vert."
96367,321,"Song2..Lil.Uzi.Vert."
99549,332,"Song2..Lil.Uzi.Vert."
102387,342,"Song2..Lil.Uzi.Vert."
105244,355,"Song2..Lil.Uzi.Vert."
108381,366,"Song2..Lil.Uzi.Vert."
111841,378,"Song2..Lil.Uzi.Vert."
115461,391,"Song2..Lil.Uzi.Vert."
118108,406,"Song2..Lil.Uzi.Vert."
121176,416,"Song2..Lil.Uzi.Vert."
123687,425,"Song2..Lil.Uzi.Vert."
126193,435,"Song2..Lil.Uzi.Vert."
129258,446,"Song2..Lil.Uzi.Vert."
132323,454,"Song2..Lil.Uzi.Vert."
135808,466,"Song2..Lil.Uzi.Vert."
139432,478,"Song2..Lil.Uzi.Vert."
142056,489,"Song2..Lil.Uzi.Vert."
145262,502,"Song2..Lil.Uzi.Vert."
149279,516,"Song2..Lil.Uzi.Vert."
151833,524,"Song2..Lil.Uzi.Vert."
154876,536,"Song2..Lil.Uzi.Vert."
157850,548,"Song2..Lil.Uzi.Vert."
160615,559,"Song2..Lil.Uzi.Vert."
163219,573,"Song2..Lil.Uzi.Vert."
166424,587,"Song2..Lil.Uzi.Vert."
168467,595,"Song2..Lil.Uzi.Vert."
169654,603,"Song2..Lil.Uzi.Vert."
171396,611,"Song2..Lil.Uzi.Vert."
173091,620,"Song2..Lil.Uzi.Vert."
176155,630,"Song2..Lil.Uzi.Vert."
178993,641,"Song2..Lil.Uzi.Vert."
180829,649,"Song2..Lil.Uzi.Vert."
182243,657,"Song2..Lil.Uzi.Vert."
183826,664,"Song2..Lil.Uzi.Vert."
184940,670,"Song2..Lil.Uzi.Vert."
186379,676,"Song2..Lil.Uzi.Vert."
188143,683,"Song2..Lil.Uzi.Vert."
189698,691,"Song2..Lil.Uzi.Vert."
191230,697,"Song2..Lil.Uzi.Vert."
192692,705,"Song2..Lil.Uzi.Vert."
194271,713,"Song2..Lil.Uzi.Vert."
195779,722,"Song2..Lil.Uzi.Vert."
197822,731,"Song2..Lil.Uzi.Vert."
201212,742,"Song2..Lil.Uzi.Vert."
204697,752,"Song2..Lil.Uzi.Vert."
207459,761,"Song2..Lil.Uzi.Vert."
210920,772,"Song2..Lil.Uzi.Vert."
213615,782,"Song2..Lil.Uzi.Vert."
216634,795,"Song2..Lil.Uzi.Vert."
220212,806,"Song2..Lil.Uzi.Vert."
222886,816,"Song2..Lil.Uzi.Vert."
