"endTime","cumulativeWords","song"
3270,4,"Song3..Megan.Thee.Stallion."
5732,11,"Song3..Megan.Thee.Stallion."
9210,20,"Song3..Megan.Thee.Stallion."
11091,23,"Song3..Megan.Thee.Stallion."
13579,33,"Song3..Megan.Thee.Stallion."
16458,46,"Song3..Megan.Thee.Stallion."
19406,56,"Song3..Megan.Thee.Stallion."
22076,65,"Song3..Megan.Thee.Stallion."
24561,71,"Song3..Megan.Thee.Stallion."
27139,78,"Song3..Megan.Thee.Stallion."
29973,89,"Song3..Megan.Thee.Stallion."
33502,101,"Song3..Megan.Thee.Stallion."
34988,105,"Song3..Megan.Thee.Stallion."
37774,109,"Song3..Megan.Thee.Stallion."
40353,115,"Song3..Megan.Thee.Stallion."
43395,121,"Song3..Megan.Thee.Stallion."
44838,126,"Song3..Megan.Thee.Stallion."
46606,131,"Song3..Megan.Thee.Stallion."
49487,135,"Song3..Megan.Thee.Stallion."
52368,139,"Song3..Megan.Thee.Stallion."
54318,143,"Song3..Megan.Thee.Stallion."
56502,148,"Song3..Megan.Thee.Stallion."
59194,160,"Song3..Megan.Thee.Stallion."
62118,172,"Song3..Megan.Thee.Stallion."
64672,180,"Song3..Megan.Thee.Stallion."
67504,193,"Song3..Megan.Thee.Stallion."
68827,198,"Song3..Megan.Thee.Stallion."
71475,215,"Song3..Megan.Thee.Stallion."
74423,233,"Song3..Megan.Thee.Stallion."
77164,247,"Song3..Megan.Thee.Stallion."
78812,253,"Song3..Megan.Thee.Stallion."
80042,256,"Song3..Megan.Thee.Stallion."
82991,260,"Song3..Megan.Thee.Stallion."
85941,264,"Song3..Megan.Thee.Stallion."
88658,270,"Song3..Megan.Thee.Stallion."
90166,275,"Song3..Megan.Thee.Stallion."
91931,280,"Song3..Megan.Thee.Stallion."
94974,285,"Song3..Megan.Thee.Stallion."
97366,289,"Song3..Megan.Thee.Stallion."
100084,295,"Song3..Megan.Thee.Stallion."
101846,298,"Song3..Megan.Thee.Stallion."
103054,305,"Song3..Megan.Thee.Stallion."
105538,314,"Song3..Megan.Thee.Stallion."
108278,324,"Song3..Megan.Thee.Stallion."
111065,334,"Song3..Megan.Thee.Stallion."
113945,346,"Song3..Megan.Thee.Stallion."
116732,357,"Song3..Megan.Thee.Stallion."
119704,368,"Song3..Megan.Thee.Stallion."
122561,379,"Song3..Megan.Thee.Stallion."
125765,390,"Song3..Megan.Thee.Stallion."
129435,401,"Song3..Megan.Thee.Stallion."
133590,402,"Song3..Megan.Thee.Stallion."
142111,409,"Song3..Megan.Thee.Stallion."
