"endTime","cumulativeWords","song"
2903,6,"Powfu_feat._beabadoobee."
5294,10,"Powfu_feat._beabadoobee."
8335,19,"Powfu_feat._beabadoobee."
11447,28,"Powfu_feat._beabadoobee."
12418,29,"Powfu_feat._beabadoobee."
14044,34,"Powfu_feat._beabadoobee."
15854,39,"Powfu_feat._beabadoobee."
19105,51,"Powfu_feat._beabadoobee."
20798,58,"Powfu_feat._beabadoobee."
22748,63,"Powfu_feat._beabadoobee."
23978,69,"Powfu_feat._beabadoobee."
26046,76,"Powfu_feat._beabadoobee."
27321,81,"Powfu_feat._beabadoobee."
29038,87,"Powfu_feat._beabadoobee."
30780,92,"Powfu_feat._beabadoobee."
32544,97,"Powfu_feat._beabadoobee."
35746,108,"Powfu_feat._beabadoobee."
37857,113,"Powfu_feat._beabadoobee."
39555,119,"Powfu_feat._beabadoobee."
40850,125,"Powfu_feat._beabadoobee."
42591,133,"Powfu_feat._beabadoobee."
44192,139,"Powfu_feat._beabadoobee."
46003,145,"Powfu_feat._beabadoobee."
47203,150,"Powfu_feat._beabadoobee."
49523,156,"Powfu_feat._beabadoobee."
50754,160,"Powfu_feat._beabadoobee."
52891,166,"Powfu_feat._beabadoobee."
56395,172,"Powfu_feat._beabadoobee."
58624,176,"Powfu_feat._beabadoobee."
61597,185,"Powfu_feat._beabadoobee."
65796,196,"Powfu_feat._beabadoobee."
69653,204,"Powfu_feat._beabadoobee."
71765,208,"Powfu_feat._beabadoobee."
74806,217,"Powfu_feat._beabadoobee."
78753,228,"Powfu_feat._beabadoobee."
81445,235,"Powfu_feat._beabadoobee."
82400,241,"Powfu_feat._beabadoobee."
84164,247,"Powfu_feat._beabadoobee."
85836,254,"Powfu_feat._beabadoobee."
87668,257,"Powfu_feat._beabadoobee."
89108,262,"Powfu_feat._beabadoobee."
90872,268,"Powfu_feat._beabadoobee."
92938,274,"Powfu_feat._beabadoobee."
94121,278,"Powfu_feat._beabadoobee."
96163,282,"Powfu_feat._beabadoobee."
99089,291,"Powfu_feat._beabadoobee."
100944,295,"Powfu_feat._beabadoobee."
102546,300,"Powfu_feat._beabadoobee."
104078,304,"Powfu_feat._beabadoobee."
106214,311,"Powfu_feat._beabadoobee."
109509,317,"Powfu_feat._beabadoobee."
111738,321,"Powfu_feat._beabadoobee."
114895,330,"Powfu_feat._beabadoobee."
118865,339,"Powfu_feat._beabadoobee."
123185,347,"Powfu_feat._beabadoobee."
124973,351,"Powfu_feat._beabadoobee."
128480,360,"Powfu_feat._beabadoobee."
132079,369,"Powfu_feat._beabadoobee."
136166,375,"Powfu_feat._beabadoobee."
139115,379,"Powfu_feat._beabadoobee."
141697,388,"Powfu_feat._beabadoobee."
145204,397,"Powfu_feat._beabadoobee."
149663,405,"Powfu_feat._beabadoobee."
152519,409,"Powfu_feat._beabadoobee."
155148,418,"Powfu_feat._beabadoobee."
158748,427,"Powfu_feat._beabadoobee."
163136,435,"Powfu_feat._beabadoobee."
165202,439,"Powfu_feat._beabadoobee."
168477,448,"Powfu_feat._beabadoobee."
171984,457,"Powfu_feat._beabadoobee."
