"endTime","cumulativeWords","song"
975,3,"Pop.Smoke."
4833,10,"Pop.Smoke."
11169,17,"Pop.Smoke."
13052,26,"Pop.Smoke."
21382,38,"Pop.Smoke."
22970,47,"Pop.Smoke."
23397,49,"Pop.Smoke."
26369,55,"Pop.Smoke."
27905,62,"Pop.Smoke."
29440,69,"Pop.Smoke."
31089,76,"Pop.Smoke."
32761,83,"Pop.Smoke."
34688,91,"Pop.Smoke."
36267,98,"Pop.Smoke."
38032,106,"Pop.Smoke."
39680,114,"Pop.Smoke."
41561,118,"Pop.Smoke."
44838,123,"Pop.Smoke."
46510,126,"Pop.Smoke."
48089,132,"Pop.Smoke."
51595,137,"Pop.Smoke."
53337,143,"Pop.Smoke."
55078,147,"Pop.Smoke."
58352,152,"Pop.Smoke."
60163,155,"Pop.Smoke."
61742,161,"Pop.Smoke."
65132,166,"Pop.Smoke."
67132,172,"Pop.Smoke."
68874,181,"Pop.Smoke."
70479,190,"Pop.Smoke."
72177,197,"Pop.Smoke."
73898,207,"Pop.Smoke."
75410,213,"Pop.Smoke."
77038,221,"Pop.Smoke."
78037,226,"Pop.Smoke."
80246,235,"Pop.Smoke."
82501,241,"Pop.Smoke."
83973,250,"Pop.Smoke."
85575,256,"Pop.Smoke."
87317,262,"Pop.Smoke."
88713,268,"Pop.Smoke."
90547,277,"Pop.Smoke."
92196,283,"Pop.Smoke."
93775,292,"Pop.Smoke."
95984,303,"Pop.Smoke."
97450,309,"Pop.Smoke."
99148,317,"Pop.Smoke."
100823,324,"Pop.Smoke."
102077,330,"Pop.Smoke."
103749,338,"Pop.Smoke."
105420,345,"Pop.Smoke."
107069,352,"Pop.Smoke."
108860,359,"Pop.Smoke."
110716,366,"Pop.Smoke."
112295,373,"Pop.Smoke."
114037,380,"Pop.Smoke."
115802,388,"Pop.Smoke."
117450,395,"Pop.Smoke."
119171,403,"Pop.Smoke."
120727,411,"Pop.Smoke."
122379,415,"Pop.Smoke."
125792,420,"Pop.Smoke."
127626,423,"Pop.Smoke."
129205,429,"Pop.Smoke."
132781,434,"Pop.Smoke."
134871,440,"Pop.Smoke."
136055,444,"Pop.Smoke."
139376,449,"Pop.Smoke."
141280,452,"Pop.Smoke."
142885,458,"Pop.Smoke."
146295,463,"Pop.Smoke."
148455,469,"Pop.Smoke."
