"endTime","cumulativeWords","song"
3948,7,"Song1..Megan.Thee.Stallion"
9958,12,"Song1..Megan.Thee.Stallion"
14042,24,"Song1..Megan.Thee.Stallion"
15810,29,"Song1..Megan.Thee.Stallion"
15668,30,"Song1..Megan.Thee.Stallion"
18248,42,"Song1..Megan.Thee.Stallion"
20826,53,"Song1..Megan.Thee.Stallion"
23984,68,"Song1..Megan.Thee.Stallion"
26631,77,"Song1..Megan.Thee.Stallion"
29487,89,"Song1..Megan.Thee.Stallion"
31716,100,"Song1..Megan.Thee.Stallion"
35130,115,"Song1..Megan.Thee.Stallion"
37801,125,"Song1..Megan.Thee.Stallion"
40099,135,"Song1..Megan.Thee.Stallion"
42794,146,"Song1..Megan.Thee.Stallion"
45720,159,"Song1..Megan.Thee.Stallion"
48252,172,"Song1..Megan.Thee.Stallion"
51272,189,"Song1..Megan.Thee.Stallion"
54033,205,"Song1..Megan.Thee.Stallion"
56681,221,"Song1..Megan.Thee.Stallion"
59839,235,"Song1..Megan.Thee.Stallion"
62487,249,"Song1..Megan.Thee.Stallion"
65064,262,"Song1..Megan.Thee.Stallion"
68015,277,"Song1..Megan.Thee.Stallion"
71058,291,"Song1..Megan.Thee.Stallion"
74359,303,"Song1..Megan.Thee.Stallion"
75912,314,"Song1..Megan.Thee.Stallion"
79326,329,"Song1..Megan.Thee.Stallion"
81787,338,"Song1..Megan.Thee.Stallion"
84644,350,"Song1..Megan.Thee.Stallion"
86966,361,"Song1..Megan.Thee.Stallion"
90380,376,"Song1..Megan.Thee.Stallion"
92865,385,"Song1..Megan.Thee.Stallion"
95878,398,"Song1..Megan.Thee.Stallion"
98408,409,"Song1..Megan.Thee.Stallion"
101219,419,"Song1..Megan.Thee.Stallion"
104121,431,"Song1..Megan.Thee.Stallion"
106908,444,"Song1..Megan.Thee.Stallion"
109577,454,"Song1..Megan.Thee.Stallion"
112248,467,"Song1..Megan.Thee.Stallion"
115081,476,"Song1..Megan.Thee.Stallion"
117937,490,"Song1..Megan.Thee.Stallion"
120817,505,"Song1..Megan.Thee.Stallion"
123976,522,"Song1..Megan.Thee.Stallion"
125671,537,"Song1..Megan.Thee.Stallion"
129038,549,"Song1..Megan.Thee.Stallion"
131179,560,"Song1..Megan.Thee.Stallion"
134593,575,"Song1..Megan.Thee.Stallion"
136961,584,"Song1..Megan.Thee.Stallion"
140143,596,"Song1..Megan.Thee.Stallion"
142167,607,"Song1..Megan.Thee.Stallion"
145581,622,"Song1..Megan.Thee.Stallion"
147974,631,"Song1..Megan.Thee.Stallion"
150691,643,"Song1..Megan.Thee.Stallion"
153153,654,"Song1..Megan.Thee.Stallion"
156567,669,"Song1..Megan.Thee.Stallion"
158982,678,"Song1..Megan.Thee.Stallion"
163903,690,"Song1..Megan.Thee.Stallion"
167736,693,"Song1..Megan.Thee.Stallion"
170361,696,"Song1..Megan.Thee.Stallion"
174983,703,"Song1..Megan.Thee.Stallion"
178604,706,"Song1..Megan.Thee.Stallion"
181762,709,"Song1..Megan.Thee.Stallion"
