"endTime","cumulativeWords","song"
4477,6,"TSong3..Eminem."
7493,12,"TSong3..Eminem."
10906,20,"TSong3..Eminem."
12814,22,"TSong3..Eminem."
15950,30,"TSong3..Eminem."
17924,37,"TSong3..Eminem."
18714,41,"TSong3..Eminem."
20039,47,"TSong3..Eminem."
21131,52,"TSong3..Eminem."
22063,56,"TSong3..Eminem."
23086,62,"TSong3..Eminem."
24893,69,"TSong3..Eminem."
25636,73,"TSong3..Eminem."
27194,78,"TSong3..Eminem."
28032,83,"TSong3..Eminem."
29658,89,"TSong3..Eminem."
30729,93,"TSong3..Eminem."
31985,100,"TSong3..Eminem."
33100,104,"TSong3..Eminem."
34611,107,"TSong3..Eminem."
35380,110,"TSong3..Eminem."
36868,117,"TSong3..Eminem."
38212,121,"TSong3..Eminem."
39285,124,"TSong3..Eminem."
40727,130,"TSong3..Eminem."
41487,133,"TSong3..Eminem."
43231,140,"TSong3..Eminem."
44229,145,"TSong3..Eminem."
45693,151,"TSong3..Eminem."
47319,159,"TSong3..Eminem."
47971,164,"TSong3..Eminem."
49410,171,"TSong3..Eminem."
50271,175,"TSong3..Eminem."
51826,182,"TSong3..Eminem."
53150,188,"TSong3..Eminem."
54219,194,"TSong3..Eminem."
54964,199,"TSong3..Eminem."
55660,205,"TSong3..Eminem."
56985,211,"TSong3..Eminem."
57821,215,"TSong3..Eminem."
59308,223,"TSong3..Eminem."
60238,227,"TSong3..Eminem."
61470,233,"TSong3..Eminem."
62677,239,"TSong3..Eminem."
63980,244,"TSong3..Eminem."
64327,246,"TSong3..Eminem."
65747,252,"TSong3..Eminem."
67021,259,"TSong3..Eminem."
68830,266,"TSong3..Eminem."
70294,271,"TSong3..Eminem."
71665,276,"TSong3..Eminem."
73314,283,"TSong3..Eminem."
74499,288,"TSong3..Eminem."
75522,292,"TSong3..Eminem."
76312,296,"TSong3..Eminem."
77917,304,"TSong3..Eminem."
80304,315,"TSong3..Eminem."
81304,319,"TSong3..Eminem."
82466,325,"TSong3..Eminem."
84533,333,"TSong3..Eminem."
86992,341,"TSong3..Eminem."
88318,347,"TSong3..Eminem."
89178,350,"TSong3..Eminem."
89970,353,"TSong3..Eminem."
91429,356,"TSong3..Eminem."
93683,360,"TSong3..Eminem."
93754,365,"TSong3..Eminem."
96194,373,"TSong3..Eminem."
97449,379,"TSong3..Eminem."
98332,382,"TSong3..Eminem."
99725,385,"TSong3..Eminem."
100679,388,"TSong3..Eminem."
102120,396,"TSong3..Eminem."
103027,399,"TSong3..Eminem."
105650,409,"TSong3..Eminem."
107254,418,"TSong3..Eminem."
108834,426,"TSong3..Eminem."
109881,430,"TSong3..Eminem."
111111,436,"TSong3..Eminem."
111971,440,"TSong3..Eminem."
112645,441,"TSong3..Eminem."
114207,451,"TSong3..Eminem."
115571,457,"TSong3..Eminem."
116479,461,"TSong3..Eminem."
117779,464,"TSong3..Eminem."
118802,468,"TSong3..Eminem."
119684,474,"TSong3..Eminem."
121195,479,"TSong3..Eminem."
122077,483,"TSong3..Eminem."
123402,490,"TSong3..Eminem."
125886,498,"TSong3..Eminem."
126421,501,"TSong3..Eminem."
128188,510,"TSong3..Eminem."
130393,517,"TSong3..Eminem."
131303,522,"TSong3..Eminem."
132627,527,"TSong3..Eminem."
135834,536,"TSong3..Eminem."
135841,542,"TSong3..Eminem."
137484,550,"TSong3..Eminem."
139691,559,"TSong3..Eminem."
140440,563,"TSong3..Eminem."
141904,571,"TSong3..Eminem."
142711,575,"TSong3..Eminem."
144176,581,"TSong3..Eminem."
145942,589,"TSong3..Eminem."
146941,593,"TSong3..Eminem."
147685,597,"TSong3..Eminem."
148825,602,"TSong3..Eminem."
151241,610,"TSong3..Eminem."
152519,616,"TSong3..Eminem."
153379,619,"TSong3..Eminem."
154773,622,"TSong3..Eminem."
155819,625,"TSong3..Eminem."
156958,629,"TSong3..Eminem."
157981,634,"TSong3..Eminem."
160351,642,"TSong3..Eminem."
161723,648,"TSong3..Eminem."
162769,651,"TSong3..Eminem."
163813,654,"TSong3..Eminem."
164999,657,"TSong3..Eminem."
166602,665,"TSong3..Eminem."
167649,670,"TSong3..Eminem."
168833,677,"TSong3..Eminem."
169833,681,"TSong3..Eminem."
171184,689,"TSong3..Eminem."
172346,696,"TSong3..Eminem."
173554,702,"TSong3..Eminem."
174600,708,"TSong3..Eminem."
176271,717,"TSong3..Eminem."
177922,725,"TSong3..Eminem."
179640,733,"TSong3..Eminem."
180711,738,"TSong3..Eminem."
181336,741,"TSong3..Eminem."
182824,748,"TSong3..Eminem."
184053,752,"TSong3..Eminem."
185820,761,"TSong3..Eminem."
186749,766,"TSong3..Eminem."
187772,771,"TSong3..Eminem."
189166,774,"TSong3..Eminem."
190328,780,"TSong3..Eminem."
190954,783,"TSong3..Eminem."
192558,791,"TSong3..Eminem."
193603,795,"TSong3..Eminem."
194765,800,"TSong3..Eminem."
196297,807,"TSong3..Eminem."
197551,812,"TSong3..Eminem."
199340,818,"TSong3..Eminem."
200200,824,"TSong3..Eminem."
201988,831,"TSong3..Eminem."
204104,839,"TSong3..Eminem."
205173,845,"TSong3..Eminem."
206197,849,"TSong3..Eminem."
