"endTime","cumulativeWords","song"
15997,1,"Roddy.Ricch."
17274,8,"Roddy.Ricch."
18365,14,"Roddy.Ricch."
19850,21,"Roddy.Ricch."
21406,29,"Roddy.Ricch."
23473,38,"Roddy.Ricch."
27745,47,"Roddy.Ricch."
31622,58,"Roddy.Ricch."
36150,67,"Roddy.Ricch."
40426,76,"Roddy.Ricch."
44146,87,"Roddy.Ricch."
48326,96,"Roddy.Ricch."
49928,104,"Roddy.Ricch."
52063,112,"Roddy.Ricch."
54129,123,"Roddy.Ricch."
56312,129,"Roddy.Ricch."
58285,137,"Roddy.Ricch."
60698,148,"Roddy.Ricch."
62532,156,"Roddy.Ricch."
64552,163,"Roddy.Ricch."
67292,175,"Roddy.Ricch."
69196,185,"Roddy.Ricch."
71308,194,"Roddy.Ricch."
73234,204,"Roddy.Ricch."
77344,214,"Roddy.Ricch."
79270,224,"Roddy.Ricch."
81172,230,"Roddy.Ricch."
82472,237,"Roddy.Ricch."
84166,243,"Roddy.Ricch."
85442,250,"Roddy.Ricch."
87068,258,"Roddy.Ricch."
88925,267,"Roddy.Ricch."
93267,276,"Roddy.Ricch."
97749,287,"Roddy.Ricch."
101652,296,"Roddy.Ricch."
105741,305,"Roddy.Ricch."
110180,316,"Roddy.Ricch."
114573,326,"Roddy.Ricch."
116453,332,"Roddy.Ricch."
118453,345,"Roddy.Ricch."
120170,356,"Roddy.Ricch."
122677,364,"Roddy.Ricch."
124652,374,"Roddy.Ricch."
126346,381,"Roddy.Ricch."
128389,389,"Roddy.Ricch."
130828,399,"Roddy.Ricch."
132660,404,"Roddy.Ricch."
134842,413,"Roddy.Ricch."
136769,425,"Roddy.Ricch."
138904,434,"Roddy.Ricch."
142503,446,"Roddy.Ricch."
147170,456,"Roddy.Ricch."
148196,463,"Roddy.Ricch."
149705,469,"Roddy.Ricch."
151168,476,"Roddy.Ricch."
152746,484,"Roddy.Ricch."
154789,493,"Roddy.Ricch."
158900,502,"Roddy.Ricch."
163127,513,"Roddy.Ricch."
167073,522,"Roddy.Ricch."
170976,531,"Roddy.Ricch."
175158,542,"Roddy.Ricch."
179611,551,"Roddy.Ricch."
