"endTime","cumulativeWords","song"
10128,1,"Russ.feat..BIA"
12869,7,"Russ.feat..BIA"
14701,13,"Russ.feat..BIA"
17044,19,"Russ.feat..BIA"
21064,32,"Russ.feat..BIA"
23289,43,"Russ.feat..BIA"
26307,52,"Russ.feat..BIA"
28652,63,"Russ.feat..BIA"
31577,74,"Russ.feat..BIA"
34270,84,"Russ.feat..BIA"
36707,95,"Russ.feat..BIA"
39004,104,"Russ.feat..BIA"
41625,118,"Russ.feat..BIA"
44319,131,"Russ.feat..BIA"
46966,141,"Russ.feat..BIA"
48056,147,"Russ.feat..BIA"
50703,159,"Russ.feat..BIA"
53582,169,"Russ.feat..BIA"
56204,180,"Russ.feat..BIA"
57409,184,"Russ.feat..BIA"
60335,195,"Russ.feat..BIA"
63702,205,"Russ.feat..BIA"
65813,211,"Russ.feat..BIA"
67879,217,"Russ.feat..BIA"
70175,223,"Russ.feat..BIA"
73471,236,"Russ.feat..BIA"
76698,247,"Russ.feat..BIA"
80205,256,"Russ.feat..BIA"
82321,268,"Russ.feat..BIA"
85062,279,"Russ.feat..BIA"
87453,288,"Russ.feat..BIA"
89982,302,"Russ.feat..BIA"
92304,312,"Russ.feat..BIA"
95158,325,"Russ.feat..BIA"
98317,336,"Russ.feat..BIA"
100777,344,"Russ.feat..BIA"
103376,356,"Russ.feat..BIA"
106117,370,"Russ.feat..BIA"
108154,380,"Russ.feat..BIA"
110104,390,"Russ.feat..BIA"
112031,398,"Russ.feat..BIA"
113958,405,"Russ.feat..BIA"
116745,417,"Russ.feat..BIA"
118769,423,"Russ.feat..BIA"
121369,429,"Russ.feat..BIA"
123387,435,"Russ.feat..BIA"
126359,448,"Russ.feat..BIA"
130050,459,"Russ.feat..BIA"
132697,468,"Russ.feat..BIA"
135368,479,"Russ.feat..BIA"
138712,489,"Russ.feat..BIA"
