"endTime","cumulativeWords","song"
34501,1,"song1..Eminem."
33941,2,"song1..Eminem."
36776,5,"song1..Eminem."
38983,7,"song1..Eminem."
41515,10,"song1..Eminem."
44628,16,"song1..Eminem."
47577,19,"song1..Eminem."
50295,23,"song1..Eminem."
52616,28,"song1..Eminem."
53500,29,"song1..Eminem."
56381,38,"song1..Eminem."
59283,46,"song1..Eminem."
61953,57,"song1..Eminem."
64013,65,"song1..Eminem."
66825,75,"song1..Eminem."
69590,85,"song1..Eminem."
72285,91,"song1..Eminem."
75399,99,"song1..Eminem."
78256,107,"song1..Eminem."
82297,119,"song1..Eminem."
85152,130,"song1..Eminem."
87961,141,"song1..Eminem."
90770,152,"song1..Eminem."
92642,163,"song1..Eminem."
95918,172,"song1..Eminem."
97965,184,"song1..Eminem."
101022,193,"song1..Eminem."
103460,202,"song1..Eminem."
106689,214,"song1..Eminem."
110241,223,"song1..Eminem."
112195,230,"song1..Eminem."
115260,240,"song1..Eminem."
118140,252,"song1..Eminem."
120356,261,"song1..Eminem."
123773,270,"song1..Eminem."
126142,277,"song1..Eminem."
129578,288,"song1..Eminem."
133760,298,"song1..Eminem."
136429,305,"song1..Eminem."
139379,316,"song1..Eminem."
141978,325,"song1..Eminem."
145460,338,"song1..Eminem."
148272,347,"song1..Eminem."
151826,357,"song1..Eminem."
153827,367,"song1..Eminem."
157056,376,"song1..Eminem."
158843,382,"song1..Eminem."
160143,386,"song1..Eminem."
163161,395,"song1..Eminem."
165398,403,"song1..Eminem."
168271,412,"song1..Eminem."
171219,422,"song1..Eminem."
174005,434,"song1..Eminem."
177441,443,"song1..Eminem."
179763,450,"song1..Eminem."
182440,460,"song1..Eminem."
185227,472,"song1..Eminem."
188547,481,"song1..Eminem."
190852,490,"song1..Eminem."
193776,499,"song1..Eminem."
196515,509,"song1..Eminem."
199440,520,"song1..Eminem."
201437,531,"song1..Eminem."
205061,538,"song1..Eminem."
207963,545,"song1..Eminem."
210888,555,"song1..Eminem."
213581,564,"song1..Eminem."
216852,578,"song1..Eminem."
220358,586,"song1..Eminem."
223075,596,"song1..Eminem."
224560,601,"song1..Eminem."
226464,609,"song1..Eminem."
229423,619,"song1..Eminem."
232512,627,"song1..Eminem."
235623,639,"song1..Eminem."
238687,651,"song1..Eminem."
241287,662,"song1..Eminem."
244723,670,"song1..Eminem."
247253,681,"song1..Eminem."
249691,688,"song1..Eminem."
251293,695,"song1..Eminem."
252314,699,"song1..Eminem."
254728,708,"song1..Eminem."
258164,717,"song1..Eminem."
260787,727,"song1..Eminem."
263643,739,"song1..Eminem."
267036,748,"song1..Eminem."
269265,755,"song1..Eminem."
272028,765,"song1..Eminem."
274836,777,"song1..Eminem."
278435,786,"song1..Eminem."
283427,796,"song1..Eminem."
