"endTime","cumulativeWords","song"
4295,9,"Song2..Eminem.feat..Rihanna."
8754,18,"Song2..Eminem.feat..Rihanna."
12960,27,"Song2..Eminem.feat..Rihanna."
17559,37,"Song2..Eminem.feat..Rihanna."
20416,47,"Song2..Eminem.feat..Rihanna."
22600,54,"Song2..Eminem.feat..Rihanna."
24807,61,"Song2..Eminem.feat..Rihanna."
27038,70,"Song2..Eminem.feat..Rihanna."
29477,83,"Song2..Eminem.feat..Rihanna."
31777,92,"Song2..Eminem.feat..Rihanna."
33497,99,"Song2..Eminem.feat..Rihanna."
36053,113,"Song2..Eminem.feat..Rihanna."
39468,125,"Song2..Eminem.feat..Rihanna."
40514,130,"Song2..Eminem.feat..Rihanna."
42655,140,"Song2..Eminem.feat..Rihanna."
43937,147,"Song2..Eminem.feat..Rihanna."
46424,159,"Song2..Eminem.feat..Rihanna."
48795,168,"Song2..Eminem.feat..Rihanna."
50470,175,"Song2..Eminem.feat..Rihanna."
52167,182,"Song2..Eminem.feat..Rihanna."
52725,184,"Song2..Eminem.feat..Rihanna."
56611,193,"Song2..Eminem.feat..Rihanna."
60980,202,"Song2..Eminem.feat..Rihanna."
65440,211,"Song2..Eminem.feat..Rihanna."
69923,221,"Song2..Eminem.feat..Rihanna."
71669,224,"Song2..Eminem.feat..Rihanna."
80499,227,"Song2..Eminem.feat..Rihanna."
90372,241,"Song2..Eminem.feat..Rihanna."
92172,249,"Song2..Eminem.feat..Rihanna."
94103,260,"Song2..Eminem.feat..Rihanna."
97406,272,"Song2..Eminem.feat..Rihanna."
98939,279,"Song2..Eminem.feat..Rihanna."
101294,289,"Song2..Eminem.feat..Rihanna."
102712,290,"Song2..Eminem.feat..Rihanna."
104300,298,"Song2..Eminem.feat..Rihanna."
106209,303,"Song2..Eminem.feat..Rihanna."
108022,308,"Song2..Eminem.feat..Rihanna."
109937,315,"Song2..Eminem.feat..Rihanna."
112075,324,"Song2..Eminem.feat..Rihanna."
114932,339,"Song2..Eminem.feat..Rihanna."
117070,346,"Song2..Eminem.feat..Rihanna."
119462,352,"Song2..Eminem.feat..Rihanna."
121303,362,"Song2..Eminem.feat..Rihanna."
123306,371,"Song2..Eminem.feat..Rihanna."
126383,380,"Song2..Eminem.feat..Rihanna."
130936,389,"Song2..Eminem.feat..Rihanna."
135210,398,"Song2..Eminem.feat..Rihanna."
139646,408,"Song2..Eminem.feat..Rihanna."
141853,411,"Song2..Eminem.feat..Rihanna."
150637,414,"Song2..Eminem.feat..Rihanna."
159744,422,"Song2..Eminem.feat..Rihanna."
162555,432,"Song2..Eminem.feat..Rihanna."
165064,443,"Song2..Eminem.feat..Rihanna."
166552,449,"Song2..Eminem.feat..Rihanna."
168665,462,"Song2..Eminem.feat..Rihanna."
170083,469,"Song2..Eminem.feat..Rihanna."
172129,477,"Song2..Eminem.feat..Rihanna."
173662,483,"Song2..Eminem.feat..Rihanna."
175128,491,"Song2..Eminem.feat..Rihanna."
177266,500,"Song2..Eminem.feat..Rihanna."
180265,512,"Song2..Eminem.feat..Rihanna."
182496,519,"Song2..Eminem.feat..Rihanna."
185539,530,"Song2..Eminem.feat..Rihanna."
189144,541,"Song2..Eminem.feat..Rihanna."
191470,549,"Song2..Eminem.feat..Rihanna."
193329,559,"Song2..Eminem.feat..Rihanna."
195234,566,"Song2..Eminem.feat..Rihanna."
198363,575,"Song2..Eminem.feat..Rihanna."
202941,584,"Song2..Eminem.feat..Rihanna."
207006,593,"Song2..Eminem.feat..Rihanna."
211816,603,"Song2..Eminem.feat..Rihanna."
215860,612,"Song2..Eminem.feat..Rihanna."
220343,621,"Song2..Eminem.feat..Rihanna."
224690,630,"Song2..Eminem.feat..Rihanna."
229173,640,"Song2..Eminem.feat..Rihanna."
231335,643,"Song2..Eminem.feat..Rihanna."
240026,646,"Song2..Eminem.feat..Rihanna."
