"endTime","cumulativeWords","song"
3852,2,"K.Camp."
6383,7,"K.Camp."
8495,9,"K.Camp."
9958,12,"K.Camp."
12976,13,"K.Camp."
14186,15,"K.Camp."
14723,16,"K.Camp."
16582,18,"K.Camp."
19298,29,"K.Camp."
22572,37,"K.Camp."
25474,46,"K.Camp."
29491,56,"K.Camp."
32370,68,"K.Camp."
35434,78,"K.Camp."
38870,88,"K.Camp."
41911,96,"K.Camp."
45394,108,"K.Camp."
48435,119,"K.Camp."
51639,128,"K.Camp."
55236,137,"K.Camp."
58068,142,"K.Camp."
60924,148,"K.Camp."
64268,159,"K.Camp."
67797,170,"K.Camp."
70837,181,"K.Camp."
74552,189,"K.Camp."
77013,198,"K.Camp."
81053,208,"K.Camp."
83978,220,"K.Camp."
86903,230,"K.Camp."
90200,240,"K.Camp."
93497,248,"K.Camp."
97514,256,"K.Camp."
99885,268,"K.Camp."
103229,279,"K.Camp."
106665,288,"K.Camp."
109707,298,"K.Camp."
113027,310,"K.Camp."
116463,322,"K.Camp."
119485,330,"K.Camp."
123199,342,"K.Camp."
125775,352,"K.Camp."
128561,361,"K.Camp."
132578,371,"K.Camp."
135479,383,"K.Camp."
138938,393,"K.Camp."
141887,403,"K.Camp."
145114,411,"K.Camp."
148109,415,"K.Camp."
151197,419,"K.Camp."
154749,423,"K.Camp."
157930,427,"K.Camp."
