"endTime","cumulativeWords","song"
4224,1,"Song2..Megan.Thee.Stallion."
7498,6,"Song2..Megan.Thee.Stallion."
11050,17,"Song2..Megan.Thee.Stallion."
12976,24,"Song2..Megan.Thee.Stallion."
14346,31,"Song2..Megan.Thee.Stallion."
15970,41,"Song2..Megan.Thee.Stallion."
17432,50,"Song2..Megan.Thee.Stallion."
18685,59,"Song2..Megan.Thee.Stallion."
20218,67,"Song2..Megan.Thee.Stallion."
21749,77,"Song2..Megan.Thee.Stallion."
23259,87,"Song2..Megan.Thee.Stallion."
24698,96,"Song2..Megan.Thee.Stallion."
26230,105,"Song2..Megan.Thee.Stallion."
27575,115,"Song2..Megan.Thee.Stallion."
29084,123,"Song2..Megan.Thee.Stallion."
30523,131,"Song2..Megan.Thee.Stallion."
31915,141,"Song2..Megan.Thee.Stallion."
33215,147,"Song2..Megan.Thee.Stallion."
34910,152,"Song2..Megan.Thee.Stallion."
37975,165,"Song2..Megan.Thee.Stallion."
41110,175,"Song2..Megan.Thee.Stallion."
44058,187,"Song2..Megan.Thee.Stallion."
46263,196,"Song2..Megan.Thee.Stallion."
49328,208,"Song2..Megan.Thee.Stallion."
52370,221,"Song2..Megan.Thee.Stallion."
55274,235,"Song2..Megan.Thee.Stallion."
58130,248,"Song2..Megan.Thee.Stallion."
60963,259,"Song2..Megan.Thee.Stallion."
63911,272,"Song2..Megan.Thee.Stallion."
66722,285,"Song2..Megan.Thee.Stallion."
69996,295,"Song2..Megan.Thee.Stallion."
72828,308,"Song2..Megan.Thee.Stallion."
75522,325,"Song2..Megan.Thee.Stallion."
78866,342,"Song2..Megan.Thee.Stallion."
81861,361,"Song2..Megan.Thee.Stallion."
83231,369,"Song2..Megan.Thee.Stallion."
84693,378,"Song2..Megan.Thee.Stallion."
86202,388,"Song2..Megan.Thee.Stallion."
87641,400,"Song2..Megan.Thee.Stallion."
89080,406,"Song2..Megan.Thee.Stallion."
90473,413,"Song2..Megan.Thee.Stallion."
91888,419,"Song2..Megan.Thee.Stallion."
93838,425,"Song2..Megan.Thee.Stallion."
96699,438,"Song2..Megan.Thee.Stallion."
99414,448,"Song2..Megan.Thee.Stallion."
102456,460,"Song2..Megan.Thee.Stallion."
104800,469,"Song2..Megan.Thee.Stallion."
108121,483,"Song2..Megan.Thee.Stallion."
111441,498,"Song2..Megan.Thee.Stallion."
113787,510,"Song2..Megan.Thee.Stallion."
117338,525,"Song2..Megan.Thee.Stallion."
119730,536,"Song2..Megan.Thee.Stallion."
123329,548,"Song2..Megan.Thee.Stallion."
126046,562,"Song2..Megan.Thee.Stallion."
129134,571,"Song2..Megan.Thee.Stallion."
131872,584,"Song2..Megan.Thee.Stallion."
134659,599,"Song2..Megan.Thee.Stallion."
137446,615,"Song2..Megan.Thee.Stallion."
140719,627,"Song2..Megan.Thee.Stallion."
143923,645,"Song2..Megan.Thee.Stallion."
146480,658,"Song2..Megan.Thee.Stallion."
149545,677,"Song2..Megan.Thee.Stallion."
152588,688,"Song2..Megan.Thee.Stallion."
156697,693,"Song2..Megan.Thee.Stallion."
158484,694,"Song2..Megan.Thee.Stallion."
