"endTime","cumulativeWords","song"
4671,13,"Song3..by.Eminem."
8503,26,"Song3..by.Eminem."
10594,34,"Song3..by.Eminem."
13310,45,"Song3..by.Eminem."
17348,55,"Song3..by.Eminem."
21139,68,"Song3..by.Eminem."
24345,82,"Song3..by.Eminem."
26018,89,"Song3..by.Eminem."
29085,99,"Song3..by.Eminem."
32453,111,"Song3..by.Eminem."
35589,124,"Song3..by.Eminem."
38052,135,"Song3..by.Eminem."
40027,148,"Song3..by.Eminem."
42026,156,"Song3..by.Eminem."
43746,164,"Song3..by.Eminem."
45280,172,"Song3..by.Eminem."
46302,180,"Song3..by.Eminem."
48138,188,"Song3..by.Eminem."
50160,195,"Song3..by.Eminem."
51369,201,"Song3..by.Eminem."
52924,210,"Song3..by.Eminem."
54460,216,"Song3..by.Eminem."
55668,220,"Song3..by.Eminem."
57131,229,"Song3..by.Eminem."
59314,242,"Song3..by.Eminem."
61078,247,"Song3..by.Eminem."
62262,253,"Song3..by.Eminem."
64444,263,"Song3..by.Eminem."
65885,272,"Song3..by.Eminem."
68030,285,"Song3..by.Eminem."
71188,298,"Song3..by.Eminem."
74463,314,"Song3..by.Eminem."
76879,325,"Song3..by.Eminem."
78739,332,"Song3..by.Eminem."
80434,338,"Song3..by.Eminem."
84178,349,"Song3..by.Eminem."
87337,361,"Song3..by.Eminem."
90706,374,"Song3..by.Eminem."
94027,386,"Song3..by.Eminem."
97140,400,"Song3..by.Eminem."
99672,411,"Song3..by.Eminem."
101415,418,"Song3..by.Eminem."
103784,433,"Song3..by.Eminem."
106296,441,"Song3..by.Eminem."
108293,452,"Song3..by.Eminem."
109595,461,"Song3..by.Eminem."
111106,467,"Song3..by.Eminem."
114241,475,"Song3..by.Eminem."
115798,482,"Song3..by.Eminem."
119074,496,"Song3..by.Eminem."
120608,501,"Song3..by.Eminem."
123370,510,"Song3..by.Eminem."
125904,524,"Song3..by.Eminem."
128669,537,"Song3..by.Eminem."
129716,542,"Song3..by.Eminem."
132875,556,"Song3..by.Eminem."
135987,569,"Song3..by.Eminem."
136894,572,"Song3..by.Eminem."
139194,585,"Song3..by.Eminem."
140565,589,"Song3..by.Eminem."
142516,599,"Song3..by.Eminem."
145582,611,"Song3..by.Eminem."
147209,620,"Song3..by.Eminem."
148858,632,"Song3..by.Eminem."
150697,640,"Song3..by.Eminem."
152161,649,"Song3..by.Eminem."
153671,655,"Song3..by.Eminem."
155554,666,"Song3..by.Eminem."
157250,673,"Song3..by.Eminem."
158853,682,"Song3..by.Eminem."
162083,693,"Song3..by.Eminem."
165220,705,"Song3..by.Eminem."
168451,716,"Song3..by.Eminem."
170890,726,"Song3..by.Eminem."
172238,730,"Song3..by.Eminem."
174981,736,"Song3..by.Eminem."
178463,748,"Song3..by.Eminem."
181761,759,"Song3..by.Eminem."
183504,765,"Song3..by.Eminem."
186617,778,"Song3..by.Eminem."
188244,785,"Song3..by.Eminem."
191449,796,"Song3..by.Eminem."
194726,808,"Song3..by.Eminem."
197398,813,"Song3..by.Eminem."
200373,825,"Song3..by.Eminem."
201791,833,"Song3..by.Eminem."
204230,847,"Song3..by.Eminem."
207344,861,"Song3..by.Eminem."
210620,875,"Song3..by.Eminem."
212967,884,"Song3..by.Eminem."
214686,893,"Song3..by.Eminem."
217892,909,"Song3..by.Eminem."
220284,918,"Song3..by.Eminem."
222027,925,"Song3..by.Eminem."
223979,935,"Song3..by.Eminem."
224794,941,"Song3..by.Eminem."
227393,953,"Song3..by.Eminem."
230134,962,"Song3..by.Eminem."
233411,976,"Song3..by.Eminem."
237198,994,"Song3..by.Eminem."
239590,1002,"Song3..by.Eminem."
241844,1011,"Song3..by.Eminem."
244005,1022,"Song3..by.Eminem."
246583,1029,"Song3..by.Eminem."
248326,1035,"Song3..by.Eminem."
250370,1045,"Song3..by.Eminem."
252879,1057,"Song3..by.Eminem."
254668,1068,"Song3..by.Eminem."
256225,1076,"Song3..by.Eminem."
259454,1088,"Song3..by.Eminem."
262149,1101,"Song3..by.Eminem."
263404,1106,"Song3..by.Eminem."
265844,1115,"Song3..by.Eminem."
267587,1123,"Song3..by.Eminem."
269259,1135,"Song3..by.Eminem."
270304,1141,"Song3..by.Eminem."
272420,1156,"Song3..by.Eminem."
273763,1162,"Song3..by.Eminem."
275598,1173,"Song3..by.Eminem."
277246,1184,"Song3..by.Eminem."
278895,1197,"Song3..by.Eminem."
280174,1206,"Song3..by.Eminem."
282170,1214,"Song3..by.Eminem."
283611,1218,"Song3..by.Eminem."
285469,1230,"Song3..by.Eminem."
288535,1245,"Song3..by.Eminem."
290397,1251,"Song3..by.Eminem."
291885,1260,"Song3..by.Eminem."
293442,1269,"Song3..by.Eminem."
295023,1276,"Song3..by.Eminem."
296278,1284,"Song3..by.Eminem."
298183,1295,"Song3..by.Eminem."
299624,1301,"Song3..by.Eminem."
301398,1308,"Song3..by.Eminem."
302793,1316,"Song3..by.Eminem."
304351,1323,"Song3..by.Eminem."
307140,1328,"Song3..by.Eminem."
309440,1337,"Song3..by.Eminem."
311275,1343,"Song3..by.Eminem."
314342,1357,"Song3..by.Eminem."
317850,1370,"Song3..by.Eminem."
319756,1376,"Song3..by.Eminem."
323009,1390,"Song3..by.Eminem."
326285,1400,"Song3..by.Eminem."
329353,1412,"Song3..by.Eminem."
332632,1423,"Song3..by.Eminem."
335024,1433,"Song3..by.Eminem."
337185,1444,"Song3..by.Eminem."
339810,1457,"Song3..by.Eminem."
341182,1461,"Song3..by.Eminem."
344576,1471,"Song3..by.Eminem."
345738,1478,"Song3..by.Eminem."
347735,1490,"Song3..by.Eminem."
349501,1495,"Song3..by.Eminem."
350107,1499,"Song3..by.Eminem."
352313,1511,"Song3..by.Eminem."
355075,1523,"Song3..by.Eminem."
355980,1527,"Song3..by.Eminem."
357348,1532,"Song3..by.Eminem."
360273,1542,"Song3..by.Eminem."
