"endTime","cumulativeWords","song"
18647,1,"Song1..Post.Malone"
21177,4,"Song1..Post.Malone"
25124,7,"Song1..Post.Malone"
30975,12,"Song1..Post.Malone"
36942,16,"Song1..Post.Malone"
40726,21,"Song1..Post.Malone"
44836,27,"Song1..Post.Malone"
49061,33,"Song1..Post.Malone"
52149,37,"Song1..Post.Malone"
57002,41,"Song1..Post.Malone"
60507,45,"Song1..Post.Malone"
64060,50,"Song1..Post.Malone"
67334,57,"Song1..Post.Malone"
71769,66,"Song1..Post.Malone"
75902,73,"Song1..Post.Malone"
78827,77,"Song1..Post.Malone"
82429,83,"Song1..Post.Malone"
88326,94,"Song1..Post.Malone"
91878,101,"Song1..Post.Malone"
95823,107,"Song1..Post.Malone"
97030,109,"Song1..Post.Malone"
101394,120,"Song1..Post.Malone"
104924,123,"Song1..Post.Malone"
109381,132,"Song1..Post.Malone"
114259,139,"Song1..Post.Malone"
118043,149,"Song1..Post.Malone"
122338,157,"Song1..Post.Malone"
127613,171,"Song1..Post.Malone"
131142,178,"Song1..Post.Malone"
135949,187,"Song1..Post.Malone"
139920,194,"Song1..Post.Malone"
142682,198,"Song1..Post.Malone"
146416,204,"Song1..Post.Malone"
151782,215,"Song1..Post.Malone"
156008,222,"Song1..Post.Malone"
160465,228,"Song1..Post.Malone"
163716,236,"Song1..Post.Malone"
167687,244,"Song1..Post.Malone"
171612,255,"Song1..Post.Malone"
175420,261,"Song1..Post.Malone"
179576,268,"Song1..Post.Malone"
183640,277,"Song1..Post.Malone"
187845,284,"Song1..Post.Malone"
190655,288,"Song1..Post.Malone"
194464,294,"Song1..Post.Malone"
200273,305,"Song1..Post.Malone"
203734,312,"Song1..Post.Malone"
208494,318,"Song1..Post.Malone"
