"endTime","cumulativeWords","song"
2275,4,"Song1..Lil.Uzi.Vert"
5432,5,"Song1..Lil.Uzi.Vert"
7800,15,"Song1..Lil.Uzi.Vert"
8915,21,"Song1..Lil.Uzi.Vert"
11166,32,"Song1..Lil.Uzi.Vert"
12028,39,"Song1..Lil.Uzi.Vert"
13769,48,"Song1..Lil.Uzi.Vert"
15022,54,"Song1..Lil.Uzi.Vert"
16716,63,"Song1..Lil.Uzi.Vert"
18156,70,"Song1..Lil.Uzi.Vert"
20570,81,"Song1..Lil.Uzi.Vert"
23844,95,"Song1..Lil.Uzi.Vert"
26585,109,"Song1..Lil.Uzi.Vert"
29533,120,"Song1..Lil.Uzi.Vert"
32113,130,"Song1..Lil.Uzi.Vert"
35178,141,"Song1..Lil.Uzi.Vert"
38219,150,"Song1..Lil.Uzi.Vert"
41170,160,"Song1..Lil.Uzi.Vert"
44258,171,"Song1..Lil.Uzi.Vert"
47019,180,"Song1..Lil.Uzi.Vert"
50246,192,"Song1..Lil.Uzi.Vert"
53521,205,"Song1..Lil.Uzi.Vert"
55428,210,"Song1..Lil.Uzi.Vert"
56958,220,"Song1..Lil.Uzi.Vert"
59722,229,"Song1..Lil.Uzi.Vert"
63344,232,"Song1..Lil.Uzi.Vert"
66015,247,"Song1..Lil.Uzi.Vert"
68522,261,"Song1..Lil.Uzi.Vert"
71656,276,"Song1..Lil.Uzi.Vert"
74581,286,"Song1..Lil.Uzi.Vert"
77646,298,"Song1..Lil.Uzi.Vert"
79135,304,"Song1..Lil.Uzi.Vert"
80551,311,"Song1..Lil.Uzi.Vert"
82477,319,"Song1..Lil.Uzi.Vert"
84009,326,"Song1..Lil.Uzi.Vert"
85494,334,"Song1..Lil.Uzi.Vert"
87049,343,"Song1..Lil.Uzi.Vert"
88372,349,"Song1..Lil.Uzi.Vert"
90414,360,"Song1..Lil.Uzi.Vert"
91160,366,"Song1..Lil.Uzi.Vert"
92576,375,"Song1..Lil.Uzi.Vert"
93946,381,"Song1..Lil.Uzi.Vert"
95850,390,"Song1..Lil.Uzi.Vert"
97033,397,"Song1..Lil.Uzi.Vert"
98658,407,"Song1..Lil.Uzi.Vert"
100051,412,"Song1..Lil.Uzi.Vert"
101559,420,"Song1..Lil.Uzi.Vert"
103833,430,"Song1..Lil.Uzi.Vert"
104970,436,"Song1..Lil.Uzi.Vert"
106665,447,"Song1..Lil.Uzi.Vert"
108011,454,"Song1..Lil.Uzi.Vert"
109775,463,"Song1..Lil.Uzi.Vert"
110959,472,"Song1..Lil.Uzi.Vert"
112862,481,"Song1..Lil.Uzi.Vert"
114047,491,"Song1..Lil.Uzi.Vert"
116881,503,"Song1..Lil.Uzi.Vert"
119596,520,"Song1..Lil.Uzi.Vert"
122660,530,"Song1..Lil.Uzi.Vert"
125771,540,"Song1..Lil.Uzi.Vert"
128929,557,"Song1..Lil.Uzi.Vert"
131716,575,"Song1..Lil.Uzi.Vert"
133364,582,"Song1..Lil.Uzi.Vert"
135036,592,"Song1..Lil.Uzi.Vert"
136545,600,"Song1..Lil.Uzi.Vert"
137709,611,"Song1..Lil.Uzi.Vert"
140379,616,"Song1..Lil.Uzi.Vert"
143467,627,"Song1..Lil.Uzi.Vert"
146299,636,"Song1..Lil.Uzi.Vert"
149990,650,"Song1..Lil.Uzi.Vert"
152659,655,"Song1..Lil.Uzi.Vert"
154191,662,"Song1..Lil.Uzi.Vert"
155467,668,"Song1..Lil.Uzi.Vert"
157069,678,"Song1..Lil.Uzi.Vert"
158902,687,"Song1..Lil.Uzi.Vert"
160112,698,"Song1..Lil.Uzi.Vert"
161946,706,"Song1..Lil.Uzi.Vert"
162364,714,"Song1..Lil.Uzi.Vert"
163827,724,"Song1..Lil.Uzi.Vert"
164848,730,"Song1..Lil.Uzi.Vert"
166798,741,"Song1..Lil.Uzi.Vert"
167936,746,"Song1..Lil.Uzi.Vert"
169840,755,"Song1..Lil.Uzi.Vert"
171024,765,"Song1..Lil.Uzi.Vert"
172809,774,"Song1..Lil.Uzi.Vert"
174016,784,"Song1..Lil.Uzi.Vert"
176660,796,"Song1..Lil.Uzi.Vert"
179794,812,"Song1..Lil.Uzi.Vert"
182997,823,"Song1..Lil.Uzi.Vert"
185945,834,"Song1..Lil.Uzi.Vert"
188963,838,"Song1..Lil.Uzi.Vert"
191911,851,"Song1..Lil.Uzi.Vert"
194604,863,"Song1..Lil.Uzi.Vert"
197692,874,"Song1..Lil.Uzi.Vert"
200640,888,"Song1..Lil.Uzi.Vert"
203565,901,"Song1..Lil.Uzi.Vert"
206816,903,"Song1..Lil.Uzi.Vert"
208998,909,"Song1..Lil.Uzi.Vert"
