"endTime","cumulativeWords","song"
18415,1,"Roddy.Ricch.feat..Mustard."
19506,6,"Roddy.Ricch.feat..Mustard."
21222,16,"Roddy.Ricch.feat..Mustard."
23288,20,"Roddy.Ricch.feat..Mustard."
25910,24,"Roddy.Ricch.feat..Mustard."
28557,36,"Roddy.Ricch.feat..Mustard."
31391,47,"Roddy.Ricch.feat..Mustard."
34365,54,"Roddy.Ricch.feat..Mustard."
36571,56,"Roddy.Ricch.feat..Mustard."
40293,67,"Roddy.Ricch.feat..Mustard."
43076,76,"Roddy.Ricch.feat..Mustard."
45444,86,"Roddy.Ricch.feat..Mustard."
47973,97,"Roddy.Ricch.feat..Mustard."
50666,108,"Roddy.Ricch.feat..Mustard."
52826,118,"Roddy.Ricch.feat..Mustard."
55216,130,"Roddy.Ricch.feat..Mustard."
57956,141,"Roddy.Ricch.feat..Mustard."
60556,145,"Roddy.Ricch.feat..Mustard."
62580,153,"Roddy.Ricch.feat..Mustard."
65088,164,"Roddy.Ricch.feat..Mustard."
67502,166,"Roddy.Ricch.feat..Mustard."
69729,177,"Roddy.Ricch.feat..Mustard."
72515,188,"Roddy.Ricch.feat..Mustard."
74907,199,"Roddy.Ricch.feat..Mustard."
77786,214,"Roddy.Ricch.feat..Mustard."
80131,226,"Roddy.Ricch.feat..Mustard."
82615,232,"Roddy.Ricch.feat..Mustard."
84705,236,"Roddy.Ricch.feat..Mustard."
88004,249,"Roddy.Ricch.feat..Mustard."
90418,265,"Roddy.Ricch.feat..Mustard."
92948,272,"Roddy.Ricch.feat..Mustard."
94875,274,"Roddy.Ricch.feat..Mustard."
97406,285,"Roddy.Ricch.feat..Mustard."
101864,294,"Roddy.Ricch.feat..Mustard."
104070,304,"Roddy.Ricch.feat..Mustard."
106555,315,"Roddy.Ricch.feat..Mustard."
109086,326,"Roddy.Ricch.feat..Mustard."
111501,336,"Roddy.Ricch.feat..Mustard."
114056,348,"Roddy.Ricch.feat..Mustard."
116491,359,"Roddy.Ricch.feat..Mustard."
119578,371,"Roddy.Ricch.feat..Mustard."
122154,385,"Roddy.Ricch.feat..Mustard."
124661,393,"Roddy.Ricch.feat..Mustard."
127053,403,"Roddy.Ricch.feat..Mustard."
129680,416,"Roddy.Ricch.feat..Mustard."
132003,426,"Roddy.Ricch.feat..Mustard."
133395,432,"Roddy.Ricch.feat..Mustard."
134904,441,"Roddy.Ricch.feat..Mustard."
136970,451,"Roddy.Ricch.feat..Mustard."
139057,463,"Roddy.Ricch.feat..Mustard."
145837,476,"Roddy.Ricch.feat..Mustard."
149600,488,"Roddy.Ricch.feat..Mustard."
154616,495,"Roddy.Ricch.feat..Mustard."
158355,505,"Roddy.Ricch.feat..Mustard."
160723,509,"Roddy.Ricch.feat..Mustard."
163137,513,"Roddy.Ricch.feat..Mustard."
165809,525,"Roddy.Ricch.feat..Mustard."
168484,536,"Roddy.Ricch.feat..Mustard."
171388,543,"Roddy.Ricch.feat..Mustard."
173386,545,"Roddy.Ricch.feat..Mustard."
176543,556,"Roddy.Ricch.feat..Mustard."
180305,565,"Roddy.Ricch.feat..Mustard."
182510,575,"Roddy.Ricch.feat..Mustard."
185088,586,"Roddy.Ricch.feat..Mustard."
187665,597,"Roddy.Ricch.feat..Mustard."
189987,607,"Roddy.Ricch.feat..Mustard."
192445,619,"Roddy.Ricch.feat..Mustard."
195140,630,"Roddy.Ricch.feat..Mustard."
