"points","first_name","last_name","Position","Name...ID","Name","ID","Salary","Game.Info"
4.7965,"hunter","renfrow","WR","Hunter Renfrow (24169710)","hunter renfrow",24169710,5500,"LV@TEN 09/25/2022 01:00PM ET"
4.79425,"nelson","agholor","WR","Nelson Agholor (24169772)","nelson agholor",24169772,4100,"BAL@NE 09/25/2022 01:00PM ET"
4.719,"treylon","burks","WR","Treylon Burks (24169738)","treylon burks",24169738,4900,"LV@TEN 09/25/2022 01:00PM ET"
4.7,"chris","moore","WR","Chris Moore (24169842)","chris moore",24169842,3300,"HOU@CHI 09/25/2022 01:00PM ET"
4.6025,"damiere","byrd","WR","Damiere Byrd (24170000)","damiere byrd",24170000,3000,"ATL@SEA 09/25/2022 04:25PM ET"
4.53715127388535,"elijah","moore","WR","Elijah Moore (24169734)","elijah moore",24169734,5000,"CIN@NYJ 09/25/2022 01:00PM ET"
4.4225,"tyquan","thornton","WR","Tyquan Thornton (24170044)","tyquan thornton",24170044,3000,"BAL@NE 09/25/2022 01:00PM ET"
4.40775,"jahan","dotson","WR","Jahan Dotson (24169754)","jahan dotson",24169754,4600,"PHI@WAS 09/25/2022 01:00PM ET"
4.36875,"robbie","anderson","WR","Robbie Anderson (24169730)","robbie anderson",24169730,5000,"NO@CAR 09/25/2022 01:00PM ET"
4.3525,"olamide","zaccheaus","WR","Olamide Zaccheaus (24169764)","olamide zaccheaus",24169764,4300,"ATL@SEA 09/25/2022 04:25PM ET"
4.351,"kendrick","bourne","WR","Kendrick Bourne (24169804)","kendrick bourne",24169804,3600,"BAL@NE 09/25/2022 01:00PM ET"
4.3205,"phillip","dorsett","WR","Phillip Dorsett II (24170052)","phillip dorsett",24170052,3000,"HOU@CHI 09/25/2022 01:00PM ET"
4.311,"mack","hollins","WR","Mack Hollins (24169840)","mack hollins",24169840,3300,"LV@TEN 09/25/2022 01:00PM ET"
4.24275,"jarvis","landry","WR","Jarvis Landry (24169744)","jarvis landry",24169744,4800,"NO@CAR 09/25/2022 01:00PM ET"
4.13725,"demarcus","robinson","WR","Demarcus Robinson (24169824)","demarcus robinson",24169824,3400,"BAL@NE 09/25/2022 01:00PM ET"
4.13325,"russell","gage","WR","Russell Gage (24169750)","russell gage",24169750,4700,"GB@TB 09/25/2022 04:25PM ET"
3.88472382029735,"ben","skowronek","WR","Ben Skowronek (24169822)","ben skowronek",24169822,3400,"LAR@ARI 09/25/2022 04:25PM ET"
3.7885,"van","jefferson","WR","Van Jefferson (24169812)","van jefferson",24169812,3500,"LAR@ARI 09/25/2022 04:25PM ET"
3.78775,"kalif","raymond","WR","Kalif Raymond (24169852)","kalif raymond",24169852,3300,"DET@MIN 09/25/2022 01:00PM ET"
3.77725,"nick","westbrookikhine","WR","Nick Westbrook-Ikhine (24169770)","nick westbrookikhine",24169770,4200,"LV@TEN 09/25/2022 01:00PM ET"
3.6095,"marquise","goodwin","WR","Marquise Goodwin (24169826)","marquise goodwin",24169826,3400,"ATL@SEA 09/25/2022 04:25PM ET"
3.554,"scott","miller","WR","Scotty Miller (24169796)","scotty miller",24169796,3800,"GB@TB 09/25/2022 04:25PM ET"
3.513,"khalil","shakir","WR","Khalil Shakir (24169906)","khalil shakir",24169906,3000,"BUF@MIA 09/25/2022 01:00PM ET"
3.5125,"dante","pettis","WR","Dante Pettis (24169834)","dante pettis",24169834,3300,"HOU@CHI 09/25/2022 01:00PM ET"
3.363,"denzel","mims","WR","Denzel Mims (24170092)","denzel mims",24170092,3000,"CIN@NYJ 09/25/2022 01:00PM ET"
3.34875,"braxton","berrios","WR","Braxton Berrios (24169810)","braxton berrios",24169810,3600,"CIN@NYJ 09/25/2022 01:00PM ET"
3.31375,"shi","smith","WR","Shi Smith (24170012)","shi smith",24170012,3000,"NO@CAR 09/25/2022 01:00PM ET"
3.259,"jamison","crowder","WR","Jamison Crowder (24169760)","jamison crowder",24169760,4400,"BUF@MIA 09/25/2022 01:00PM ET"
3.24185981308411,"equanimeous","st brown","WR","Equanimeous St. Brown (24169788)","equanimeous st brown",24169788,3900,"HOU@CHI 09/25/2022 01:00PM ET"
3.1075,"james","proche","WR","James Proche II (24169934)","james proche",24169934,3000,"BAL@NE 09/25/2022 01:00PM ET"
3.093,"samori","toure","WR","Samori Toure (24170034)","samori toure",24170034,3000,"GB@TB 09/25/2022 04:25PM ET"
3.08275,"cedrick","wilson","WR","Cedrick Wilson Jr. (24169848)","cedrick wilson",24169848,3300,"BUF@MIA 09/25/2022 01:00PM ET"
3.062375,"breshad","perriman","WR","Breshad Perriman (24169790)","breshad perriman",24169790,3900,"GB@TB 09/25/2022 04:25PM ET"
3.0495,"aj","green","WR","A.J. Green (24169774)","aj green",24169774,4100,"LAR@ARI 09/25/2022 04:25PM ET"
3.00275,"laviska","shenault","WR","Laviska Shenault Jr. (24169858)","laviska shenault",24169858,3200,"NO@CAR 09/25/2022 01:00PM ET"
2.82773648648649,"quez","watkins","WR","Quez Watkins (24169800)","quez watkins",24169800,3700,"PHI@WAS 09/25/2022 01:00PM ET"
2.607,"khadarel","hodge","WR","KhaDarel Hodge (24169828)","khadarel hodge",24169828,3400,"ATL@SEA 09/25/2022 04:25PM ET"
2.57975,"jamal","agnew","WR","Jamal Agnew (24170106)","jamal agnew",24170106,3000,"JAX@LAC 09/25/2022 04:05PM ET"
2.542,"trequan","smith","WR","Tre'Quan Smith (24169836)","trequan smith",24169836,3300,"NO@CAR 09/25/2022 01:00PM ET"
2.429,"rashid","shaheed","WR","Rashid Shaheed (24169964)","rashid shaheed",24169964,3000,"NO@CAR 09/25/2022 01:00PM ET"
2.256,"terrace","marshall","WR","Terrace Marshall Jr. (24169830)","terrace marshall",24169830,3400,"NO@CAR 09/25/2022 01:00PM ET"
2.1835,"marquez","callaway","WR","Marquez Callaway (24169856)","marquez callaway",24169856,3200,"NO@CAR 09/25/2022 01:00PM ET"
2.105,"christian","watson","WR","Christian Watson (24169806)","christian watson",24169806,3600,"GB@TB 09/25/2022 04:25PM ET"
2.015,"justin","watson","WR","Justin Watson (24169884)","justin watson",24169884,3000,"KC@IND 09/25/2022 01:00PM ET"
2.0055,"bryan","edwards","WR","Bryan Edwards (24169816)","bryan edwards",24169816,3500,"ATL@SEA 09/25/2022 04:25PM ET"
1.98,"jalen","guyton","WR","Jalen Guyton (24169854)","jalen guyton",24169854,3200,"JAX@LAC 09/25/2022 04:05PM ET"
1.96220618556701,"brandon","powell","WR","Brandon Powell (24169916)","brandon powell",24169916,3000,"LAR@ARI 09/25/2022 04:25PM ET"
1.954,"greg","dortch","WR","Greg Dortch (24169766)","greg dortch",24169766,4300,"LAR@ARI 09/25/2022 04:25PM ET"
1.95,"ashton","dulin","WR","Ashton Dulin (24169794)","ashton dulin",24169794,3900,"KC@IND 09/25/2022 01:00PM ET"
1.90875,"mike","thomas","WR","Mike Thomas (24169860)","mike thomas",24169860,3100,"CIN@NYJ 09/25/2022 01:00PM ET"
1.875,"michael","bandy","WR","Michael Bandy (24169866)","michael bandy",24169866,3000,"JAX@LAC 09/25/2022 04:05PM ET"
1.8225,"nkeal","harry","WR","N'Keal Harry (24169938)","nkeal harry",24169938,3000,"HOU@CHI 09/25/2022 01:00PM ET"
1.7855,"dyami","brown","WR","Dyami Brown (24170064)","dyami brown",24170064,3000,"PHI@WAS 09/25/2022 01:00PM ET"
1.78525,"cam","sims","WR","Cam Sims (24169844)","cam sims",24169844,3300,"PHI@WAS 09/25/2022 01:00PM ET"
1.7075,"trent","sherfield","WR","Trent Sherfield (24170080)","trent sherfield",24170080,3000,"BUF@MIA 09/25/2022 01:00PM ET"
1.67,"dwayne","eskridge","WR","Dee Eskridge (24169838)","dee eskridge",24169838,3300,"ATL@SEA 09/25/2022 04:25PM ET"
1.6625,"byron","pringle","WR","Byron Pringle (24169802)","byron pringle",24169802,3600,"HOU@CHI 09/25/2022 01:00PM ET"
1.599,"skyy","moore","WR","Skyy Moore (24169820)","skyy moore",24169820,3400,"KC@IND 09/25/2022 01:00PM ET"
1.58678378378378,"zach","pascal","WR","Zach Pascal (24169924)","zach pascal",24169924,3000,"PHI@WAS 09/25/2022 01:00PM ET"
1.58675,"amari","rodgers","WR","Amari Rodgers (24170032)","amari rodgers",24170032,3000,"GB@TB 09/25/2022 04:25PM ET"
1.5045,"keelan","cole","WR","Keelan Cole (24169982)","keelan cole",24169982,3000,"LV@TEN 09/25/2022 01:00PM ET"
1.322,"lance","mccutcheon","WR","Lance McCutcheon (24169918)","lance mccutcheon",24169918,3000,"LAR@ARI 09/25/2022 04:25PM ET"
1.31175,"cody","hollister","WR","Cody Hollister (24169990)","cody hollister",24169990,3000,"LV@TEN 09/25/2022 01:00PM ET"
1.302,"dj","turner","WR","DJ Turner (24169984)","dj turner",24169984,3000,"LV@TEN 09/25/2022 01:00PM ET"
1.207,"juwann","winfree","WR","Juwann Winfree (24170038)","juwann winfree",24170038,3000,"GB@TB 09/25/2022 04:25PM ET"
1.17425,"tutu","atwell","WR","Tutu Atwell (24169914)","tutu atwell",24169914,3000,"LAR@ARI 09/25/2022 04:25PM ET"
1.031,"trent","taylor","WR","Trent Taylor (24169896)","trent taylor",24169896,3000,"CIN@NYJ 09/25/2022 01:00PM ET"
1.0125,"mike","strachan","WR","Mike Strachan (24169850)","mike strachan",24169850,3300,"KC@IND 09/25/2022 01:00PM ET"
1.009,"jalen","reagor","WR","Jalen Reagor (24169868)","jalen reagor",24169868,3000,"DET@MIN 09/25/2022 01:00PM ET"
0.97,"jake","kumerow","WR","Jake Kumerow (24169904)","jake kumerow",24169904,3000,"BUF@MIA 09/25/2022 01:00PM ET"
0.9565,"quintez","cephus","WR","Quintez Cephus (24170120)","quintez cephus",24170120,3000,"DET@MIN 09/25/2022 01:00PM ET"
0.8455,"tylan","wallace","WR","Tylan Wallace (24169950)","tylan wallace",24169950,3000,"BAL@NE 09/25/2022 01:00PM ET"
0.841,"chris","conley","WR","Chris Conley (24170028)","chris conley",24170028,3000,"HOU@CHI 09/25/2022 01:00PM ET"
0.8205,"jeff","smith","WR","Jeff Smith (24170090)","jeff smith",24170090,3000,"CIN@NYJ 09/25/2022 01:00PM ET"
0.791,"andy","isabella","WR","Andy Isabella (24170072)","andy isabella",24170072,3000,"LAR@ARI 09/25/2022 04:25PM ET"
0.787,"stanley","morgan","WR","Stanley Morgan (24169898)","stanley morgan",24169898,3000,"CIN@NYJ 09/25/2022 01:00PM ET"
0.751,"ihmir","smithmarsette","WR","Ihmir Smith-Marsette (24169936)","ihmir smithmarsette",24169936,3000,"HOU@CHI 09/25/2022 01:00PM ET"
0.706,"tom","kennedy","WR","Tom Kennedy (24170122)","tom kennedy",24170122,3000,"DET@MIN 09/25/2022 01:00PM ET"
0.7025,"river","cracraft","WR","River Cracraft (24170082)","river cracraft",24170082,3000,"BUF@MIA 09/25/2022 01:00PM ET"
0.6695,"dax","milne","WR","Dax Milne (24170062)","dax milne",24170062,3000,"PHI@WAS 09/25/2022 01:00PM ET"
0.662,"velus","jones","WR","Velus Jones Jr. (24169814)","velus jones",24169814,3500,"HOU@CHI 09/25/2022 01:00PM ET"
0.653,"tyron","johnson","WR","Tyron Johnson (24169980)","tyron johnson",24169980,3000,"LV@TEN 09/25/2022 01:00PM ET"
0.523,"rashard","higgins","WR","Rashard Higgins (24170014)","rashard higgins",24170014,3000,"NO@CAR 09/25/2022 01:00PM ET"
0.521,"jalen","nailor","WR","Jalen Nailor (24169870)","jalen nailor",24169870,3000,"DET@MIN 09/25/2022 01:00PM ET"
0.478,"jaelon","darden","WR","Jaelon Darden (24169944)","jaelon darden",24169944,3000,"GB@TB 09/25/2022 04:25PM ET"
0.459,"ty","montgomery","WR","Ty Montgomery (24170024)","ty montgomery",24170024,3000,"BAL@NE 09/25/2022 01:00PM ET"
0.424,"jason","moore","WR","Jason Moore Jr. (24169862)","jason moore",24169862,3000,"JAX@LAC 09/25/2022 04:05PM ET"
0.321,"tim","jones","WR","Tim Jones (24170108)","tim jones",24170108,3000,"JAX@LAC 09/25/2022 04:05PM ET"
0.303,"penny","hart","WR","Penny Hart (24169970)","penny hart",24169970,3000,"ATL@SEA 09/25/2022 04:25PM ET"
0.267,"racey","mcmath","WR","Racey McMath (24169992)","racey mcmath",24169992,3000,"LV@TEN 09/25/2022 01:00PM ET"
0.262,"andre","roberts","WR","Andre Roberts (24170016)","andre roberts",24170016,3000,"NO@CAR 09/25/2022 01:00PM ET"
12.268875,"travis","kelce","TE","Travis Kelce (24170126)","travis kelce",24170126,7900,"KC@IND 09/25/2022 01:00PM ET"
10.5145,"mark","andrews","TE","Mark Andrews (24170128)","mark andrews",24170128,6900,"BAL@NE 09/25/2022 01:00PM ET"
8.0745,"dallas","goedert","TE","Dallas Goedert (24170134)","dallas goedert",24170134,4700,"PHI@WAS 09/25/2022 01:00PM ET"
7.138,"darren","waller","TE","Darren Waller (24170130)","darren waller",24170130,5800,"LV@TEN 09/25/2022 01:00PM ET"
7.102875,"kyle","pitts","TE","Kyle Pitts (24170132)","kyle pitts",24170132,4800,"ATL@SEA 09/25/2022 04:25PM ET"
6.217125,"gerald","everett","TE","Gerald Everett (24170140)","gerald everett",24170140,4400,"JAX@LAC 09/25/2022 04:05PM ET"
6.04975,"zach","ertz","TE","Zach Ertz (24170136)","zach ertz",24170136,4600,"LAR@ARI 09/25/2022 04:25PM ET"
5.913125,"tyler","higbee","TE","Tyler Higbee (24170138)","tyler higbee",24170138,4500,"LAR@ARI 09/25/2022 04:25PM ET"
5.770125,"robert","tonyan","TE","Robert Tonyan (24170152)","robert tonyan",24170152,3700,"GB@TB 09/25/2022 04:25PM ET"
5.520375,"tj","hockenson","TE","T.J. Hockenson (24170144)","tj hockenson",24170144,4200,"DET@MIN 09/25/2022 01:00PM ET"
5.289875,"dawson","knox","TE","Dawson Knox (24170146)","dawson knox",24170146,4100,"BUF@MIA 09/25/2022 01:00PM ET"
5.1665,"hayden","hurst","TE","Hayden Hurst (24170148)","hayden hurst",24170148,3900,"CIN@NYJ 09/25/2022 01:00PM ET"
5.03525,"evan","engram","TE","Evan Engram (24170154)","evan engram",24170154,3700,"JAX@LAC 09/25/2022 04:05PM ET"
4.842125,"logan","thomas","TE","Logan Thomas (24170160)","logan thomas",24170160,3500,"PHI@WAS 09/25/2022 01:00PM ET"
4.80913582677165,"tyler","conklin","TE","Tyler Conklin (24170150)","tyler conklin",24170150,3800,"CIN@NYJ 09/25/2022 01:00PM ET"
4.6235,"hunter","henry","TE","Hunter Henry (24170166)","hunter henry",24170166,3200,"BAL@NE 09/25/2022 01:00PM ET"
4.50725,"mike","gesicki","TE","Mike Gesicki (24170142)","mike gesicki",24170142,4300,"BUF@MIA 09/25/2022 01:00PM ET"
4.2185,"noah","fant","TE","Noah Fant (24170158)","noah fant",24170158,3600,"ATL@SEA 09/25/2022 04:25PM ET"
3.93675,"isaiah","likely","TE","Isaiah Likely (24170180)","isaiah likely",24170180,2800,"BAL@NE 09/25/2022 01:00PM ET"
3.6455,"brevin","jordan","TE","Brevin Jordan (24170206)","brevin jordan",24170206,2600,"HOU@CHI 09/25/2022 01:00PM ET"
3.37,"jordan","akins","TE","Jordan Akins (24170362)","jordan akins",24170362,2500,"HOU@CHI 09/25/2022 01:00PM ET"
3.349,"irv","smith","TE","Irv Smith Jr. (24170168)","irv smith",24170168,3100,"DET@MIN 09/25/2022 01:00PM ET"
3.30425,"juwan","johnson","TE","Juwan Johnson (24170174)","juwan johnson",24170174,2900,"NO@CAR 09/25/2022 01:00PM ET"
3.2355,"oj","howard","TE","O.J. Howard (24170198)","oj howard",24170198,2700,"HOU@CHI 09/25/2022 01:00PM ET"
3.1595,"cole","kmet","TE","Cole Kmet (24170162)","cole kmet",24170162,3400,"HOU@CHI 09/25/2022 01:00PM ET"
3.029,"austin","hooper","TE","Austin Hooper (24170164)","austin hooper",24170164,3300,"LV@TEN 09/25/2022 01:00PM ET"
2.97575,"mo","aliecox","TE","Mo Alie-Cox (24170172)","mo aliecox",24170172,3000,"KC@IND 09/25/2022 01:00PM ET"
2.86,"cade","otton","TE","Cade Otton (24170282)","cade otton",24170282,2500,"GB@TB 09/25/2022 04:25PM ET"
2.805125,"foster","moreau","TE","Foster Moreau (24170176)","foster moreau",24170176,2900,"LV@TEN 09/25/2022 01:00PM ET"
2.7905,"jonnu","smith","TE","Jonnu Smith (24170178)","jonnu smith",24170178,2900,"BAL@NE 09/25/2022 01:00PM ET"
2.78925,"will","dissly","TE","Will Dissly (24170182)","will dissly",24170182,2800,"ATL@SEA 09/25/2022 04:25PM ET"
2.5145,"donald","parham","TE","Donald Parham Jr. (24170192)","donald parham",24170192,2700,"JAX@LAC 09/25/2022 04:05PM ET"
2.481,"kylen","granson","TE","Kylen Granson (24170200)","kylen granson",24170200,2700,"KC@IND 09/25/2022 01:00PM ET"
2.3445,"colby","parkinson","TE","Colby Parkinson (24170304)","colby parkinson",24170304,2500,"ATL@SEA 09/25/2022 04:25PM ET"
2.291,"brock","wright","TE","Brock Wright (24170208)","brock wright",24170208,2600,"DET@MIN 09/25/2022 01:00PM ET"
2.253875,"ian","thomas","TE","Ian Thomas (24170184)","ian thomas",24170184,2800,"NO@CAR 09/25/2022 01:00PM ET"
2.172,"pharaoh","brown","TE","Pharaoh Brown (24170186)","pharaoh brown",24170186,2800,"HOU@CHI 09/25/2022 01:00PM ET"
2.159,"chigoziem","okonkwo","TE","Chig Okonkwo (24170314)","chig okonkwo",24170314,2500,"LV@TEN 09/25/2022 01:00PM ET"
2.09162162162162,"durham","smythe","TE","Durham Smythe (24170382)","durham smythe",24170382,2500,"BUF@MIA 09/25/2022 01:00PM ET"
1.969,"cameron","brate","TE","Cameron Brate (24170156)","cameron brate",24170156,3600,"GB@TB 09/25/2022 04:25PM ET"
1.938,"tommy","tremble","TE","Tommy Tremble (24170336)","tommy tremble",24170336,2500,"NO@CAR 09/25/2022 01:00PM ET"
1.928,"jelani","woods","TE","Jelani Woods (24170398)","jelani woods",24170398,2500,"KC@IND 09/25/2022 01:00PM ET"
1.915625,"geoff","swaim","TE","Geoff Swaim (24170170)","geoff swaim",24170170,3000,"LV@TEN 09/25/2022 01:00PM ET"
1.8495,"james","mitchell","TE","James Mitchell (24170414)","james mitchell",24170414,2500,"DET@MIN 09/25/2022 01:00PM ET"
1.7545,"dan","arnold","TE","Dan Arnold (24170202)","dan arnold",24170202,2700,"JAX@LAC 09/25/2022 04:05PM ET"
1.59575,"noah","gray","TE","Noah Gray (24170226)","noah gray",24170226,2500,"KC@IND 09/25/2022 01:00PM ET"
1.594125,"adam","trautman","TE","Adam Trautman (24170196)","adam trautman",24170196,2700,"NO@CAR 09/25/2022 01:00PM ET"
1.5935,"cj","uzomah","TE","C.J. Uzomah (24170190)","cj uzomah",24170190,2800,"CIN@NYJ 09/25/2022 01:00PM ET"
1.58575,"john","bates","TE","John Bates (24170188)","john bates",24170188,2800,"PHI@WAS 09/25/2022 01:00PM ET"
1.4645,"mycole","pruitt","TE","MyCole Pruitt (24170330)","mycole pruitt",24170330,2500,"ATL@SEA 09/25/2022 04:25PM ET"
1.46,"blake","bell","TE","Blake Bell (24170230)","blake bell",24170230,2500,"KC@IND 09/25/2022 01:00PM ET"
1.445,"quintin","morris","TE","Quintin Morris (24170252)","quintin morris",24170252,2500,"BUF@MIA 09/25/2022 01:00PM ET"
1.4445,"johnny","mundt","TE","Johnny Mundt (24170218)","johnny mundt",24170218,2500,"DET@MIN 09/25/2022 01:00PM ET"
1.436,"cole","turner","TE","Cole Turner (24170366)","cole turner",24170366,2500,"PHI@WAS 09/25/2022 01:00PM ET"
1.43325,"josiah","deguara","TE","Josiah Deguara (24170346)","josiah deguara",24170346,2500,"GB@TB 09/25/2022 04:25PM ET"
1.27025,"kendall","blanton","TE","Kendall Blanton (24170234)","kendall blanton",24170234,2500,"KC@IND 09/25/2022 01:00PM ET"
1.25825,"parker","hesse","TE","Parker Hesse (24170326)","parker hesse",24170326,2500,"ATL@SEA 09/25/2022 04:25PM ET"
1.2505,"kyle","rudolph","TE","Kyle Rudolph (24170204)","kyle rudolph",24170204,2600,"GB@TB 09/25/2022 04:25PM ET"
1.201,"anthony","firkser","TE","Anthony Firkser (24170324)","anthony firkser",24170324,2500,"ATL@SEA 09/25/2022 04:25PM ET"
1.19,"charlie","kolar","TE","Charlie Kolar (24170292)","charlie kolar",24170292,2500,"BAL@NE 09/25/2022 01:00PM ET"
1.19,"john","fitzpatrick","TE","John FitzPatrick (24170328)","john fitzpatrick",24170328,2500,"ATL@SEA 09/25/2022 04:25PM ET"
1.1365,"jody","fortson","TE","Jody Fortson (24170228)","jody fortson",24170228,2500,"KC@IND 09/25/2022 01:00PM ET"
1.11775,"marcedes","lewis","TE","Marcedes Lewis (24170348)","marcedes lewis",24170348,2500,"GB@TB 09/25/2022 04:25PM ET"
1.095,"stephen","sullivan","TE","Stephen Sullivan (24170338)","stephen sullivan",24170338,2500,"NO@CAR 09/25/2022 01:00PM ET"
1.053375,"tre","mckitty","TE","Tre' McKitty (24170210)","tre mckitty",24170210,2500,"JAX@LAC 09/25/2022 04:05PM ET"
0.9015,"grant","calcaterra","TE","Grant Calcaterra (24170266)","grant calcaterra",24170266,2500,"PHI@WAS 09/25/2022 01:00PM ET"
0.8635,"josh","oliver","TE","Josh Oliver (24170288)","josh oliver",24170288,2500,"BAL@NE 09/25/2022 01:00PM ET"
0.8395,"devin","asiasi","TE","Devin Asiasi (24170242)","devin asiasi",24170242,2500,"CIN@NYJ 09/25/2022 01:00PM ET"
0.822,"tommy","sweeney","TE","Tommy Sweeney (24170250)","tommy sweeney",24170250,2500,"BUF@MIA 09/25/2022 01:00PM ET"
0.802,"hunter","long","TE","Hunter Long (24170384)","hunter long",24170384,2500,"BUF@MIA 09/25/2022 01:00PM ET"
0.77,"mitchell","wilcox","TE","Mitchell Wilcox (24170240)","mitchell wilcox",24170240,2500,"CIN@NYJ 09/25/2022 01:00PM ET"
0.763,"nick","boyle","TE","Nick Boyle (24170290)","nick boyle",24170290,2500,"BAL@NE 09/25/2022 01:00PM ET"
0.7535,"jesper","horsted","TE","Jesper Horsted (24170310)","jesper horsted",24170310,2500,"LV@TEN 09/25/2022 01:00PM ET"
0.7315,"maxx","williams","TE","Maxx Williams (24170374)","maxx williams",24170374,2500,"LAR@ARI 09/25/2022 04:25PM ET"
0.725,"reggie","gilliam","RB","Reggie Gilliam (24169504)","reggie gilliam",24169504,4000,"BUF@MIA 09/25/2022 01:00PM ET"
0.72,"ryan","griffin","QB","Ryan Griffin (24169325)","ryan griffin",24169325,4000,"GB@TB 09/25/2022 04:25PM ET"
0.72,"ryan","griffin","TE","Ryan Griffin (24170194)","ryan griffin",24170194,2700,"HOU@CHI 09/25/2022 01:00PM ET"
0.657,"trey","mcbride","TE","Trey McBride (24170378)","trey mcbride",24170378,2500,"LAR@ARI 09/25/2022 04:25PM ET"
0.649,"ko","kieft","TE","Ko Kieft (24170284)","ko kieft",24170284,2500,"GB@TB 09/25/2022 04:25PM ET"
0.61,"jack","stoll","TE","Jack Stoll (24170264)","jack stoll",24170264,2500,"PHI@WAS 09/25/2022 01:00PM ET"
0.602,"jeremy","ruckert","TE","Jeremy Ruckert (24170394)","jeremy ruckert",24170394,2500,"CIN@NYJ 09/25/2022 01:00PM ET"
0.45,"armani","rogers","TE","Armani Rogers (24170368)","armani rogers",24170368,2500,"PHI@WAS 09/25/2022 01:00PM ET"
0.419,"richard","rodgers","TE","Richard Rodgers (24170212)","richard rodgers",24170212,2500,"JAX@LAC 09/25/2022 04:05PM ET"
0.418,"jake","tonges","TE","Jake Tonges (24170274)","jake tonges",24170274,2500,"HOU@CHI 09/25/2022 01:00PM ET"
0.371,"tyler","davis","TE","Tyler Davis (24170350)","tyler davis",24170350,2500,"GB@TB 09/25/2022 04:25PM ET"
0.37,"stephen","anderson","TE","Stephen Anderson (24170376)","stephen anderson",24170376,2500,"LAR@ARI 09/25/2022 04:25PM ET"
0.359,"chris","manhertz","TE","Chris Manhertz (24170406)","chris manhertz",24170406,2500,"JAX@LAC 09/25/2022 04:05PM ET"
0.355,"luke","farrell","TE","Luke Farrell (24170408)","luke farrell",24170408,2500,"JAX@LAC 09/25/2022 04:05PM ET"
0.354,"cethan","carter","TE","Cethan Carter (24170386)","cethan carter",24170386,2500,"BUF@MIA 09/25/2022 01:00PM ET"
0.354,"tanner","conner","TE","Tanner Conner (24170388)","tanner conner",24170388,2500,"BUF@MIA 09/25/2022 01:00PM ET"
0.334,"tyree","jackson","TE","Tyree Jackson (24170268)","tyree jackson",24170268,2500,"PHI@WAS 09/25/2022 01:00PM ET"
0.294,"brycen","hopkins","TE","Brycen Hopkins (24170256)","brycen hopkins",24170256,2500,"LAR@ARI 09/25/2022 04:25PM ET"
0.29,"ben","ellefson","TE","Ben Ellefson (24170220)","ben ellefson",24170220,2500,"DET@MIN 09/25/2022 01:00PM ET"
0.278,"jp","holtz","TE","J.P. Holtz (24170302)","jp holtz",24170302,2500,"NO@CAR 09/25/2022 01:00PM ET"
0.27,"nick","vannett","TE","Nick Vannett (24170294)","nick vannett",24170294,2500,"NO@CAR 09/25/2022 01:00PM ET"
