"Date","TSAscreenings"
"7/22/22",2444737
"7/23/22",2183142
"7/24/22",2247129
"7/25/22",2360672
"7/26/22",2115890
"7/27/22",2205506
"7/28/22",2392009
"7/29/22",2363800
"7/30/22",2199454
"7/31/22",2467162
"8/1/22",2358196
"8/2/22",2044931
"8/3/22",2105975
"8/4/22",2345429
"8/5/22",2396295
"8/6/22",2169631
"8/7/22",2434927
"8/8/22",2329072
"8/9/22",2029681
"8/10/22",2103152
"8/11/22",2327062
"8/12/22",2350036
"8/13/22",2049365
"8/14/22",2354846
"8/15/22",2232631
"8/16/22",1992395
"8/17/22",2044346
"8/18/22",2320885
"8/19/22",2301271
"8/20/22",2001650
"8/21/22",2343407
"8/22/22",2239357
"8/23/22",1941786
"8/24/22",1984006
"8/25/22",2255206
"8/26/22",2271423
"8/27/22",1862084
"8/28/22",2311805
"8/29/22",2095071
"8/30/22",1758344
"8/31/22",1989119
"9/1/22",2312486
"9/2/22",2479329
"9/3/22",1903791
"9/4/22",1979906
"9/5/22",2398857
"9/6/22",2079005
"9/7/22",1829557
"9/8/22",2106401
"9/9/22",2216798
"9/10/22",1821517
"9/11/22",2327103
"9/12/22",2224366
"9/13/22",1807768
"9/14/22",1968902
"9/15/22",2337449
"9/16/22",2356832
"9/17/22",1881398
"9/18/22",2371992
"9/19/22",2250243
"9/20/22",1892635
"9/21/22",1997279
"9/22/22",2351488
"9/23/22",2424986
"9/24/22",1911619
"9/25/22",2374616
"9/26/22",2178727
"9/27/22",1838838
"9/28/22",1715742
"9/29/22",2048551
"9/30/22",2192416
"10/1/22",1878241
"10/2/22",2302775
"10/3/22",2117661
"10/4/22",1814207
"10/5/22",1979046
"10/6/22",2361680
"10/7/22",2463419
"10/8/22",2010107
"10/9/22",2424073
"10/10/22",2401935
"10/11/22",2089604
"10/12/22",2059308
"10/13/22",2396663
"10/14/22",2470703
"10/15/22",2025171
"10/16/22",2494757
"10/17/22",2357405
"10/18/22",2003306
"10/19/22",2093881
"10/20/22",2418287
