"mlsNum","ADDRESS","CITY","STATE","ZIP","LAT","LON","PROPERTY.TYPE","BEDS","BATHS","Community","SQUARE.FEET","LOT.SIZE","YEAR.BUILT","DAYS.ON.MARKET","HOA.MONTH","URL","SOURCE","monthPayment","style","pricePerSqFt","redfinEst","PRICE"
22205712,"18 Scotlin Way","Harwich","MA","02645",41.7192055,-70.0054438,"Single Family Residential",3,2,"Harwich",2768,41818,1990,9,NA,"https://www.redfin.com/MA/Harwich/18-Scotlin-Way-02645/home/132972454","CCIMLS",5383,"Contemporary",316.112716763006,889439,875000
22205686,"9 Indigo Ln","Harwich","MA","02645",41.7090394,-70.097228,"Single Family Residential",3,3,"Harwich",1638,16553,1984,10,NA,"https://www.redfin.com/MA/Harwich/9-Indigo-Ln-02645/home/77357224","CCIMLS",4269,"Ranch",425.518925518926,706098,697000
22205711,"23 Old Bridge Rd","Truro","MA","02666",41.987886,-70.052132,"Single Family Residential",2,2,"Truro",819,50094,2016,10,NA,"https://www.redfin.com/MA/TRURO/23-OLD-BRIDGE-RD-02666/home/79096195","CCIMLS",5146,"Cape",1037.85103785104,853103,850000
22205710,"4 Atlantic Ct","Mashpee","MA","02649",41.623666,-70.510671,"Condo/Co-op",2,2,"Mashpee",1338,NA,1999,10,630,"https://www.redfin.com/MA/Mashpee/4-Atlantic-Ct-02649/home/133566680","CCIMLS",4143,"1999",429.745889387145,575315,575000
22205709,"18 Bangs St #5","Provincetown","MA","02657",42.0570622,-70.1808599,"Condo/Co-op",1,1,"Provincetown",330,8756,1930,10,103,"https://www.redfin.com/MA/Provincetown/18-Bangs-St-02657/unit-5/home/182528365","CCIMLS",3460,"1930",1512.12121212121,501264,499000
22205706,"18 Bangs St #2","Provincetown","MA","02657",42.0570622,-70.1808599,"Condo/Co-op",2,2.5,"Provincetown",1069,8756,1930,10,292,"https://www.redfin.com/MA/Provincetown/18-Bangs-St-02657/unit-2/home/182528213","CCIMLS",10014,"1930",1351.73058933583,1459824,1445000
73052847,"451 Scenic Hwy","Bourne","MA","02532",41.753426,-70.583386,"Single Family Residential",3,2,"Bourne",1611,78408,2022,10,NA,"https://www.redfin.com/MA/Bourne/451-Scenic-Hwy-02532/home/77398472","MLS PIN",3918,"Ranch, Farmhouse",425.139664804469,695162,684900
73052822,"6 Seastrand Ln","Chatham","MA","02633",41.6801964,-69.9937508,"Single Family Residential",3,2,"Chatham",2077,15940,1979,10,NA,"https://www.redfin.com/MA/Chatham/6-Seastrand-Ln-02633/home/131323966","MLS PIN",6622,"Colonial, Cape",541.646605681271,1131516,1125000
22205704,"14 Bradford Acres Rd Unit UF","Provincetown","MA","02657",42.062316,-70.1659763,"Condo/Co-op",1,1,"Provincetown",765,41382,1955,10,328,"https://www.redfin.com/MA/Provincetown/14-Bradford-Acres-Rd-02657/unit-UF/home/178524880","CCIMLS",4183,"1955",848.366013071895,656172,649000
73052725,"21 Talia Way","Plymouth","MA","02360",41.8953727,-70.5597036,"Single Family Residential",4,2.5,"Plymouth",3102,25221,1993,10,NA,"https://www.redfin.com/MA/Plymouth/21-Talia-Way-02360/home/16429152","MLS PIN",4812,"Colonial",241.747259832366,751861,749900
73052701,"1021 Orleans Harwich Rd","Harwich","MA","02645",41.6939777,-70.0506648,"Single Family Residential",4,3.5,"Harwich",2800,40000,2023,10,NA,"https://www.redfin.com/MA/Harwich/1021-Orleans-Harwich-Rd-02645/home/182481411","MLS PIN",11270,"Farmhouse, Other (See Remarks)",598.214285714286,1670154,1675000
73052674,"1397 State Rd","Plymouth","MA","02360",41.8756487,-70.5373933,"Single Family Residential",3,2,"Plymouth",1436,20436,1940,10,NA,"https://www.redfin.com/MA/Plymouth/1397-State-Rd-02360/home/16417253","MLS PIN",2619,"Ranch",278.481894150418,400765,399900
73052628,"290 Old Wharf Rd","Dennis","MA","02639",41.6539513,-70.1347196,"Single Family Residential",4,1,"Dennis",1407,10454,1945,10,NA,"https://www.redfin.com/MA/Dennis-Port/290-Old-Wharf-Rd-02639/home/131892719","MLS PIN",4447,"Cape",532.338308457711,753243,749000
73052629,"72 Sea Mist Ln","Chatham","MA","02659",41.6760708,-70.0341289,"Single Family Residential",3,4.5,"Chatham",4282,30492,2007,10,NA,"https://www.redfin.com/MA/South-Chatham/72-Sea-Mist-Ln-02659/home/77472118","MLS PIN",35294,"Cape",1400.04670714619,5831236,5995000
22205695,"963 Commercial St Unit U3","Provincetown","MA","02657",42.0621888,-70.148069,"Condo/Co-op",1,1,"Provincetown",260,167706,1950,10,170,"https://www.redfin.com/MA/Provincetown/963-Commercial-St-02657/unit-U3/home/182513160","CCIMLS",3100,"1950",1919.23076923077,498674,499000
73052589,"230 Glacier Hills Rd","Eastham","MA","02642",41.8505076,-69.9746446,"Single Family Residential",4,2,"Eastham",1464,21344,1980,10,NA,"https://www.redfin.com/MA/Eastham/230-Glacier-Hills-Rd-02642/home/132104304","MLS PIN",4500,"Cape",504.781420765027,742543,739000
22205691,"3074 Main St","Barnstable","MA","02630",41.7035647,-70.3076346,"Single Family Residential",5,3.5,"Barnstable",3748,18295,1739,10,NA,"https://www.redfin.com/MA/Barnstable/3074-Main-St-02630/home/77374614","CCIMLS",9069,"Colonial",398.879402347919,1486434,1495000
22205690,"21 Old Bridge Rd","Truro","MA","02666",41.987654,-70.052917,"Single Family Residential",1,1,"Truro",1150,41382,2001,10,NA,"https://www.redfin.com/MA/TRURO/21-OLD-BRIDGE-RD-02666/home/135261071","CCIMLS",5428,"Ranch",781.739130434783,908698,899000
73052468,"36 Captain Baker Rd","Barnstable","MA","02648",41.6753788,-70.3836582,"Single Family Residential",3,2.5,"Marstons Mills",2264,20038,1976,10,NA,"https://www.redfin.com/MA/Marstons-Mills/36-Captain-Baker-Rd-02648/home/111008619","MLS PIN",5414,"Colonial",397.482332155477,899164,899900
22205523,"116 Seabrook Rd","Hyannis","MA","02601",41.6430271,-70.2926147,"Single Family Residential",2,1,"Barnstable",864,9583,1975,10,NA,"https://www.redfin.com/MA/Hyannis/116-Seabrook-Rd-02601/home/77386515","CCIMLS",2909,"Cape",542.824074074074,471961,469000
73051419,"19 Greenville Dr","Sandwich","MA","02644",41.702435,-70.4996029,"Single Family Residential",4,3,"Forestdale",1856,20038,1977,10,NA,"https://www.redfin.com/MA/Forestdale/19-Greenville-Dr-02644/home/134908410","MLS PIN",3777,"Cape",317.349137931034,589590,589000
22205684,"500 Gull Pond Rd","Wellfleet","MA","02667",41.9511068,-70.0163767,"Single Family Residential",4,1.5,"National Seashore",1025,130680,1925,10,NA,"https://www.redfin.com/MA/Wellfleet/500-Gull-Pond-Rd-02667/home/135364160","CCIMLS",6097,"Cape",970.731707317073,1000268,995000
73052324,"3 Ocean Dr #3","Dennis","MA","02639",41.6518569,-70.1485118,"Condo/Co-op",1,1,"Dennis Port",400,NA,1946,11,158,"https://www.redfin.com/MA/Dennis-Port/3-Ocean-Dr-02639/unit-3/home/182496302","MLS PIN",1995,"1946",812.5,323073,325000
22205680,"23 Myrtle Rd","Dennis Port","MA","02639",41.6568317,-70.1340684,"Single Family Residential",2,1,"Dennis",812,3485,1930,11,NA,"https://www.redfin.com/MA/Dennis-Port/23-Myrtle-Rd-02639/home/131717679","CCIMLS",3247,"Ranch",677.216748768473,554663,549900
22205676,"23 Forest Beach Road Ext","South Chatham","MA","02659",41.6714934,-70.0278211,"Single Family Residential",3,3.5,"Chatham",2803,16988,2007,11,NA,"https://www.redfin.com/MA/South-Chatham/23-Forest-Beach-Rd-Ext-02659/home/88836149","CCIMLS",10628,"Cape",642.16910453086,1804363,1800000
73052178,"15 Bascom Holw","Harwich","MA","02645",41.712533,-70.019552,"Single Family Residential",4,3.5,"East Harwich",3075,40075,2022,11,NA,"https://www.redfin.com/MA/HARWICH/15-BASCOM-HOLW-02645/home/167632165","MLS PIN",10393,"Cape",585.365853658537,1804478,1800000
73052069,"77 Center St","Dennis","MA","02639",41.6640062,-70.1306263,"Single Family Residential",3,2,"Dennis Port",1596,8712,1955,11,NA,"https://www.redfin.com/MA/Dennis-Port/77-Center-St-02639/home/131696567","MLS PIN",3991,"Cape",422.932330827068,678775,675000
22205656,"134 Route 6A","West Barnstable","MA","02668",41.7236948,-70.3934685,"Vacant Land",NA,NA,"Barnstable",NA,391168,NA,12,NA,"https://www.redfin.com/MA/West-Barnstable/134-Main-St-02668/home/110968433","CCIMLS",7214,"8.98 Acres",NA,1172948,1200000
22205655,"69 Eldridge Rd","Brewster","MA","02631",41.7774554,-70.0135388,"Single Family Residential",3,2,"Brewster",1352,27400,1957,12,NA,"https://www.redfin.com/MA/Brewster/69-Eldridge-Rd-02631/home/131165542","CCIMLS",3392,"Cape",414.127218934911,565949,559900
73051759,"25 Black Oak Rd","Barnstable","MA","02648",41.668441,-70.4008144,"Single Family Residential",2,1.5,"Barnstable",1140,20038,1984,12,NA,"https://www.redfin.com/MA/Marstons-Mills/25-Black-Oak-Rd-02648/home/111012790","MLS PIN",2965,"Ranch",416.666666666667,483050,475000
73051755,"19 Harvard St","Yarmouth","MA","02664",41.6832631,-70.2017429,"Single Family Residential",2,2,"South Yarmouth",867,10890,1963,12,NA,"https://www.redfin.com/MA/South-Yarmouth/19-Harvard-St-02664/home/135809879","MLS PIN",2951,"Ranch",552.479815455594,483563,479000
73051659,"9 Circuit Rd","Plymouth","MA","02360",41.8121115,-70.5727333,"Single Family Residential",1,1,"Plymouth",703,10019,1965,12,NA,"https://www.redfin.com/MA/Plymouth/9-Circuit-Rd-02360/home/16410537","MLS PIN",2675,"Ranch, Cottage",604.551920341394,425261,425000
73051602,"54 Washington Bursley Way","Barnstable","MA","02632",41.6727798,-70.3634793,"Single Family Residential",3,2,"Barnstable",1568,25700,1976,13,NA,"https://www.redfin.com/MA/Centerville/54-Washington-Bursley-Way-02632/home/111008764","MLS PIN",3617,"Ranch",369.897959183673,581014,580000
22205634,"59 Joshuas Way","Eastham","MA","02642",41.822742,-69.9760869,"Single Family Residential",3,2,"Eastham",2036,22216,1991,13,NA,"https://www.redfin.com/MA/Eastham/59-Joshua-s-Way-02642/home/132110071","CCIMLS",4938,"Cape",392.436149312377,831475,799000
22205632,"179 Pheasant Hill Cir","Cotuit","MA","02635",41.6367195,-70.4631579,"Single Family Residential",2,2,"Cotuit Meadows",1486,10019,2016,13,163,"https://www.redfin.com/MA/Cotuit/179-Pheasant-Hill-Cir-02635/home/111008394","CCIMLS",5233,"2016",538.290713324361,798554,799900
22205630,"945 Commercial St Unit U10C","Provincetown","MA","02657",42.0628097,-70.1486271,"Townhouse",2,1,"Provincetown",700,71874,1975,13,NA,"https://www.redfin.com/MA/Provincetown/945-Commercial-St-02657/unit-U10C/home/182473142","CCIMLS",5250,"Provincetown",1214.28571428571,849995,850000
73051467,"125 Stage Harbor Rd","Chatham","MA","02633",41.6791017,-69.9624548,"Single Family Residential",4,5,"Chatham",3624,28969,1946,13,NA,"https://www.redfin.com/MA/Chatham/125-Stage-Harbor-Rd-02633/home/95454370","MLS PIN",24882,"1946",1172.73730684327,4192097,4250000
73051427,"945 Commercial St Unit 10C","Provincetown","MA","02657",42.0628097,-70.1486271,"Townhouse",2,1,"Provincetown",750,71700,1975,13,400,"https://www.redfin.com/MA/Provincetown/945-Commercial-St-02657/unit-10C/home/134657403","MLS PIN",5531,"1975",1133.33333333333,852323,850000
73047826,"7 Bonnie Briar Dr","Barnstable","MA","02655",41.6482904,-70.3827283,"Single Family Residential",3,2,"Barnstable",1144,15246,1980,13,NA,"https://www.redfin.com/MA/Osterville/7-Bonnie-Briar-Dr-02655/home/111072485","MLS PIN",3569,"Ranch",506.992132867133,581432,579999
73051370,"19 Standish Woods Cir","Harwich","MA","02645",41.7250565,-70.0239598,"Single Family Residential",3,2,"Harwich",1572,20391,1991,13,NA,"https://www.redfin.com/MA/Harwich/19-Standish-Woods-Cir-02645/home/77471622","MLS PIN",4707,"Ranch",493.002544529262,768694,775000
22205624,"38 Deerfield Rd","Mashpee","MA","02649",41.6826373,-70.4821245,"Single Family Residential",2,1.5,"Mashpee",988,13939,1976,13,NA,"https://www.redfin.com/MA/Mashpee/38-Deerfield-Rd-02649/home/114015853","CCIMLS",2733,"Cape",455.364372469636,451262,449900
73046101,"117 A P Newcomb Rd","Brewster","MA","02631",41.7457764,-70.1236491,"Single Family Residential",4,3,"West Brewster",2436,25100,1989,13,NA,"https://www.redfin.com/MA/Brewster/117-A-P-Newcomb-Rd-02631/home/131169542","MLS PIN",7714,"Colonial",533.251231527094,1295126,1299000
22205622,"161 Main St","Mashpee","MA","02649",41.6451267,-70.462263,"Single Family Residential",3,1,"Mashpee",1003,54450,1920,14,NA,"https://www.redfin.com/MA/Mashpee/161-Main-St-02649/home/77473884","CCIMLS",3146,"Cape",523.429710867398,527509,525000
73051209,"4 Windy Pine Ln","Sandwich","MA","02563",41.6800777,-70.4497228,"Single Family Residential",3,2.5,"The Ridge Club",2282,16988,1995,14,283,"https://www.redfin.com/MA/Sandwich/4-Windy-Pine-Ln-02563/home/104302540","MLS PIN",6894,"1995",459.684487291849,1048330,1049000
22205593,"168 Timberlane Dr","Brewster","MA","02631",41.7423602,-69.99907,"Single Family Residential",3,2.5,"Brewster",2110,19602,1973,14,NA,"https://www.redfin.com/MA/Brewster/168-Timberlane-Dr-02631/home/131197732","CCIMLS",3901,"Ranch",298.530805687204,624524,629900
73045506,"3 Nickerson Rd","Harwich","MA","02645",41.7042938,-70.0084212,"Single Family Residential",3,1.5,"Harwich",1172,12750,1991,15,NA,"https://www.redfin.com/MA/Harwich/3-Nickerson-Rd-02645/home/132960143","MLS PIN",4099,"Ranch",580.204778156997,683030,680000
22205617,"12 Commercial St Unit UA6","Provincetown","MA","02657",42.0395024,-70.1953975,"Condo/Co-op",1,1,"Provincetown",576,69696,1985,15,405,"https://www.redfin.com/MA/Provincetown/12-Commercial-St-02657/unit-UA6/home/182445681","CCIMLS",5844,"1985",1553.81944444444,895039,895000
73051141,"178 Eaton Ln #97","Brewster","MA","02631",41.7519672,-70.0493313,"Condo/Co-op",2,2,"Brewster (village)",935,NA,1986,15,320,"https://www.redfin.com/MA/Brewster/178-Eaton-Ln-02631/unit-97/home/182444818","MLS PIN",2817,"1986",438.502673796791,409391,410000
73051106,"524 Cotuit Rd","Mashpee","MA","02649",41.6625773,-70.4687364,"Single Family Residential",3,2,"Mashpee",1335,12502,1975,15,NA,"https://www.redfin.com/MA/Mashpee/524-Cotuit-Rd-02649/home/133540659","MLS PIN",2770,"Raised Ranch",337.003745318352,451406,449900
22205611,"310 Old Chatham Rd Unit G-15","South Dennis","MA","02660",41.710901,-70.1415571,"Single Family Residential",1,1,"Dennis",647,NA,2005,15,538,"https://www.redfin.com/MA/South-Dennis/310-Old-Chatham-Rd-02660/unit-G-15/home/182424212","CCIMLS",1211,"2005",154.559505409583,99804,100000
73051091,"2 Morgan Trl","Sandwich","MA","02563",41.752529,-70.5089461,"Single Family Residential",2,2,"Sandwich (village)",2031,22216,1986,16,NA,"https://www.redfin.com/MA/Sandwich/2-Morgan-Trl-02563/home/134820653","MLS PIN",4837,"Ranch",368.783850320039,756108,749000
73051038,"2 Louisburg Sq #2","Barnstable","MA","02632",41.675475,-70.3158713,"Townhouse",2,1.5,"Barnstable",1220,NA,1975,15,350,"https://www.redfin.com/MA/Centerville/2-Louisburg-Sq-02632/unit-2/home/182418384","MLS PIN",2265,"1975",245.081967213115,298525,299000
73051039,"1 Joslin Ln","Sandwich","MA","02537",41.7356612,-70.416552,"Single Family Residential",4,3.5,"East Sandwich",2804,60548,2004,16,NA,"https://www.redfin.com/MA/East-Sandwich/1-Joslin-Ln-02537/home/134929207","MLS PIN",8438,"Contemporary",463.623395149786,1297075,1300000
73051016,"180 Eldredge Dr","Eastham","MA","02642",41.8766784,-70.0042341,"Single Family Residential",4,3,"Eastham",2594,35719,1961,16,NA,"https://www.redfin.com/MA/Eastham/180-Eldredge-Dr-02642/home/132115394","MLS PIN",10596,"Cape",674.248265227448,1745674,1749000
73051006,"49 Hyde Park","Barnstable","MA","02632",41.6768498,-70.3652926,"Single Family Residential",3,2.5,"Barnstable",2478,17424,1986,16,NA,"https://www.redfin.com/MA/Centerville/49-Hyde-Park-02632/home/110977391","MLS PIN",5363,"Colonial",353.107344632768,863186,875000
73050845,"43 Shore Rd","Harwich","MA","02671",41.6606912,-70.1021588,"Single Family Residential",5,2.5,"Harwich",2560,20038,1935,16,NA,"https://www.redfin.com/MA/West-Harwich/43-Shore-Rd-02671/home/132994961","MLS PIN",28868,"Contemporary",1855.46875,4561214,4750000
73050842,"8 Propeller Way","Dennis","MA","02660",41.7207032,-70.1425804,"Single Family Residential",2,1.5,"East Dennis",1248,14374,1978,16,NA,"https://www.redfin.com/MA/South-Dennis/8-Propeller-Way-02660/home/77359757","MLS PIN",3267,"Ranch",439.903846153846,551221,549000
73050801,"410 Main St","Dennis","MA","02660",41.6848324,-70.1540226,"Single Family Residential",4,2,"South Dennis",1913,35284,1780,16,NA,"https://www.redfin.com/MA/South-Dennis/410-Main-St-02660/home/182411667","MLS PIN",3286,"Antique",286.983795086252,548981,549000
22205587,"2 Hersey St","South Yarmouth","MA","02664",41.6899413,-70.180139,"Single Family Residential",2,2.5,"Yarmouth",1826,13939,2005,16,NA,"https://www.redfin.com/MA/South-Yarmouth/2-Hersey-St-02664/home/135708107","CCIMLS",4477,"Cape",391.566265060241,712142,715000
73050786,"2 Hersey St","Yarmouth","MA","02675",41.689941,-70.180139,"Single Family Residential",2,2.5,"South Yarmouth",1826,13939,2005,16,NA,"https://www.redfin.com/MA/Yarmouth/2-Hersey-ST-02675/home/182411523","MLS PIN",4430,"Cape",391.566265060241,715102,715000
22205592,"26 Sesuit Neck Rd","East Dennis","MA","02641",41.747883,-70.176769,"Single Family Residential",4,3,"Sesuit Neck",3952,134600,2022,16,NA,"https://www.redfin.com/MA/EAST-DENNIS/26-SESUIT-NECK-RD-02641/home/131857439","CCIMLS",16314,"Cape",721.153846153846,2870458,2850000
22205589,"10 Wilma Rd","Eastham","MA","02642",41.8510824,-69.9950806,"Single Family Residential",3,1.5,"Eastham",1184,20909,1980,16,NA,"https://www.redfin.com/MA/Eastham/10-Wilma-Rd-02642/home/132088398","CCIMLS",3487,"Colonial",477.111486486487,566531,564900
22205497,"8 Propeller Way","East Dennis","MA","02641",41.720734,-70.142471,"Single Family Residential",2,1.5,"Dennis",1248,14375,1978,16,NA,"https://www.redfin.com/MA/Dennis/8-Propeller-Way-02641/home/144915100","CCIMLS",3267,"Ranch",439.903846153846,550122,549000
73050723,"2204 Falmouth Rd","Barnstable","MA","02632",41.6531074,-70.3675709,"Single Family Residential",3,2,"Barnstable",1267,37897,1986,17,NA,"https://www.redfin.com/MA/Centerville/2204-Falmouth-Rd-02632/home/77380473","MLS PIN",3222,"Cape",410.339384372534,514160,519900
73050707,"176 Oak Neck Rd","Barnstable","MA","02601",41.6439092,-70.2870345,"Single Family Residential",3,1,"Hyannis",1070,8276,1960,17,NA,"https://www.redfin.com/MA/Hyannis/176-Oak-Neck-Rd-02601/home/111001897","MLS PIN",2233,"Ranch",327.102803738318,345237,350000
22205590,"25 Cove View Rd","Wellfleet","MA","02667",41.9203229,-70.0206567,"Single Family Residential",4,2.5,"Wellfleet",2223,22216,1992,17,NA,"https://www.redfin.com/MA/Wellfleet/25-Cove-View-Rd-02667/home/135364843","CCIMLS",7813,"Contemporary",584.345479082321,701881.5,1299000
22205583,"54 Harry Kemp Way Unit U1","Provincetown","MA","02657",42.059495,-70.184112,"Townhouse",3,2.5,"Provincetown",1880,30056,2002,17,415,"https://www.redfin.com/MA/Provincetown/54-Harry-Kemp-Way-02657/unit-U1/home/147300802","CCIMLS",9753,"2002",829.255319148936,1557013,1559000
73050533,"1 Belmont Rd #510","Harwich","MA","02671",41.6576186,-70.1177923,"Condo/Co-op",3,2,"West Harwich",1860,NA,1980,17,971,"https://www.redfin.com/MA/West-Harwich/1-Belmont-Rd-02671/unit-510/home/132986783","MLS PIN",7649,"1980",604.838709677419,1145714,1125000
22205581,"181 Blueberry Pond Dr","Brewster","MA","02631",41.7673947,-70.0477554,"Single Family Residential",3,3.5,"Brewster",3020,35284,1973,17,7,"https://www.redfin.com/MA/Brewster/181-Blueberry-Pond-Dr-02631/home/131183015","CCIMLS",7881,"1973",430.46357615894,1306876,1300000
73050467,"45 Ocean Dr","Dennis","MA","02639",41.653856,-70.147976,"Single Family Residential",2,1,"Dennis",704,7200,1949,17,NA,"https://www.redfin.com/MA/Dennis-Port/45-Ocean-Dr-02639/home/131839476","MLS PIN",3432,"Ranch, Cottage",823.721590909091,596555,579900
73050457,"34 Bayberry Ave","Provincetown","MA","02657",42.0446985,-70.202394,"Single Family Residential",3,2,"Provincetown",2489,10181,1986,17,NA,"https://www.redfin.com/MA/Provincetown/34-Bayberry-Ave-02657/home/102249385","MLS PIN",12492,"Cape",843.310566492567,2092814,2099000
73050406,"67 Spring Brook Ln","Barnstable","MA","02635",41.6351294,-70.4642503,"Single Family Residential",3,3.5,"Cotuit",2135,10454,2014,17,163,"https://www.redfin.com/MA/Cotuit/67-Spring-Brook-Ln-02635/home/110996260","MLS PIN",5682,"2014",409.83606557377,874694,875000
73050395,"2048 Route 28","Harwich","MA","02645",41.7144253,-69.9972091,"Single Family Residential",3,3,"East Harwich",2708,60548,1985,17,NA,"https://www.redfin.com/MA/Harwich/2048-MA-28-02645/home/133000254","MLS PIN",17181,"1985",1070.5317577548,2849599,2899000
22205575,"2048 Head Of The Bay Rd","Harwich","MA","02645",41.714405,-69.9972,"Single Family Residential",3,3,"East Harwich",2708,60548,1985,17,NA,"https://www.redfin.com/MA/Harwich/2048-Bay-Rd-02645/home/182390765","CCIMLS",17181,"1985",1070.5317577548,2892528,2899000
22205574,"21 Lyman Ln","South Yarmouth","MA","02664",41.6639445,-70.2007662,"Single Family Residential",2,1.5,"Yarmouth",1112,8712,1952,17,NA,"https://www.redfin.com/MA/South-Yarmouth/21-Lyman-Ln-02664/home/135855215","CCIMLS",2611,"Ranch",382.194244604317,430569,425000
73050318,"84 Bartlett Rd","Plymouth","MA","02360",41.9084192,-70.5612374,"Single Family Residential",3,1.5,"Plymouth",1789,16117,1968,17,NA,"https://www.redfin.com/MA/Plymouth/84-Bartlett-Rd-02360/home/16423346","MLS PIN",3824,"Cape",335.326998323086,601693,599900
73050302,"129 Chuckles Way","Barnstable","MA","02648",41.6653998,-70.3971879,"Single Family Residential",3,3,"Marstons Mills",1920,20038,1990,17,17,"https://www.redfin.com/MA/Marstons-Mills/129-Chuckles-Way-02648/home/111024112","MLS PIN",3771,"1990",311.979166666667,604313,599000
22205571,"2 Louisburg Sq","Centerville","MA","02632",41.675475,-70.3158713,"Townhouse",2,1.5,"Barnstable",1206,217800,1975,16,350,"https://www.redfin.com/MA/Centerville/2-Louisburg-Sq-02632/home/110968793","CCIMLS",2270,"1975",248.673300165837,300017,299900
73050069,"35 Newton St","Barnstable","MA","02601",41.6471015,-70.2927542,"Single Family Residential",3,1,"HYANNIS",1535,9148,1926,18,NA,"https://www.redfin.com/MA/Hyannis/35-Newton-St-02601/home/110992307","MLS PIN",2948,"Cape",302.866449511401,471650,464900
73049950,"57 Kates Path #57","Yarmouth","MA","02675",41.7165745,-70.2085253,"Townhouse",2,3.5,"Yarmouth Port",1440,NA,1988,18,713,"https://www.redfin.com/MA/Yarmouth-Port/57-Kates-Path-02675/unit-57/home/113304725","MLS PIN",4361,"1988",415.972222222222,599043,599000
73049954,"800 Bearses Way Unit 3WG","Barnstable","MA","02601",41.6704055,-70.3045888,"Condo/Co-op",2,2,"Hyannis",840,NA,1974,18,NA,"https://www.redfin.com/MA/Hyannis/800-Bearses-Way-02601/unit-3WG/home/77408469","MLS PIN",1845,"Hyannis",357.02380952381,297386,299900
22205558,"106 Pine St","Yarmouth Port","MA","02675",41.7004937,-70.2342518,"Single Family Residential",2,1.5,"Yarmouth",1224,12632,1976,18,NA,"https://www.redfin.com/MA/Yarmouth-Port/106-Pine-St-02675/home/135701669","CCIMLS",3674,"Ranch",481.209150326797,603260,589000
73049878,"107 Wimbledon Dr","Yarmouth","MA","02673",41.6462932,-70.2505289,"Single Family Residential",2,2,"Yarmouth",2899,12196,1960,18,NA,"https://www.redfin.com/MA/West-Yarmouth/107-Wimbledon-Dr-02673/home/135721311","MLS PIN",4625,"Colonial",258.364953432218,729540,749000
22205555,"38 Linda Ln","Hyannis","MA","02601",41.6508514,-70.3237702,"Single Family Residential",3,2,"Barnstable",1749,10890,1978,18,NA,"https://www.redfin.com/MA/Hyannis/38-Linda-Ln-02601/home/110977541","CCIMLS",4394,"Cape",400.171526586621,700533,699900
73049751,"4 Oconnor Ln","Dennis","MA","02660",41.7129527,-70.1619763,"Single Family Residential",3,2,"Dennis",1144,11761,1967,18,NA,"https://www.redfin.com/MA/South-Dennis/4-Oconnor-Ln-02660/home/131768978","MLS PIN",3147,"Ranch",458.916083916084,527438,525000
73049834,"27 Christopher Holw","Sandwich","MA","02563",41.7404457,-70.4866801,"Single Family Residential",4,2.5,"Sandwich",2688,19602,2006,18,NA,"https://www.redfin.com/MA/Sandwich/27-Christopher-Hollow-Rd-02563/home/77306201","MLS PIN",4321,"Cape, Contemporary",245.16369047619,652172,659000
73049608,"10 South Hawes Run","Yarmouth","MA","02673",41.6634298,-70.2624154,"Single Family Residential",2,1,"Yarmouth",902,18731,1976,18,NA,"https://www.redfin.com/MA/West-Yarmouth/10-Hawes-Run-Rd-02673/home/108290507","MLS PIN",2784,"Ranch",498.780487804878,454716,449900
73049599,"98 Whistleberry Dr","Barnstable","MA","02648",41.6777693,-70.4255946,"Single Family Residential",3,2.5,"Barnstable",2687,43560,1993,18,27,"https://www.redfin.com/MA/Marstons-Mills/98-Whistleberry-Dr-02648/home/111072129","MLS PIN",5665,"1993",334.946036471902,897593,900000
22205408,"332 Station Ave","South Yarmouth","MA","02664",41.6807181,-70.2014405,"Single Family Residential",2,2,"Yarmouth",1462,12632,1962,19,NA,"https://www.redfin.com/MA/South-Yarmouth/332-Station-Ave-02664/home/135749558","CCIMLS",3277,"Ranch",363.885088919289,546959,532000
22205541,"127 Calves Pasture Ln","Barnstable","MA","02630",41.7092511,-70.3284666,"Single Family Residential",4,2,"Barnstable",1692,170320,1951,12,NA,"https://www.redfin.com/MA/Barnstable/127-Calves-Pasture-Ln-02630/home/111088097","CCIMLS",30044,"Cape",2925.53191489362,4510497,4950000
73049446,"75 Lewis Rd","Yarmouth","MA","02673",41.6472246,-70.2475526,"Multi-Family (5+ Unit)",3,3.5,"West Yarmouth",3036,30492,1950,19,NA,"https://www.redfin.com/MA/West-Yarmouth/75-Lewis-Rd-02673/home/135865441","MLS PIN",15638,"West Yarmouth",856.060606060606,701881.5,2599000
22205539,NA,"West Yarmouth","MA","02673",41.6472246,-70.2475526,"Multi-Family (2-4 Unit)",3,3.5,"Hyannis Park",3036,30492,1950,19,67,"https://www.redfin.com/MA/West-Yarmouth/Undisclosed-address-02673/home/182367781","CCIMLS",15803,"1950",856.060606060606,701881.5,2599000
73049427,"12 Robin Rd","Sandwich","MA","02563",41.7363831,-70.4880746,"Single Family Residential",3,2,"Christopher Hollow",1880,40511,1986,19,NA,"https://www.redfin.com/MA/Sandwich/12-Robin-Rd-02563/home/134958091","MLS PIN",4074,"Saltbox",337.765957446808,634921,635000
73049414,"28 Barquentine Dr","Plymouth","MA","02360",41.8774372,-70.540554,"Single Family Residential",3,2,"Oceanaire",1274,10019,1977,19,13,"https://www.redfin.com/MA/Plymouth/28-Barquentine-Dr-02360/home/16422921","MLS PIN",2577,"1977",306.043956043956,399634,389900
